Name	Actb	Ahcy	Aqp3	Atp12a	Bmp4	Cdx2	Creb312	Cebpa	Dab2	DppaI	Eomes	Esrrb	Fgf4	Fgfr2	Fn1	Gapdh	Gata3	Gata4	Gata6	Grhl1	Grhl2	Hand1	Hnf4a	Id2	Klf2	Klf4	Klf5	Krt8	Lcp1	Mbnl3	Msc	Msx2	Nanog	Pdgfa	Pdgfra	Pecam1	Pou5f1	Runx1	Sox2	Sall4	Sox17	Snail	Sox13	Tcfap2a	Tcfap2c	Tcf23	Utf1	Tspan8
32C	0.419641	1.662984	-1.824247	-0.750751	0.760182	-0.535278	1.492798	-0.975960	-2.098233	-0.939660	-0.710930	0.778161	-0.866357	-0.023984	1.528343	1.218916	-0.668217	0.650865	1.165379	-1.309218	-0.299309	0.222959	0.548068	-0.950682	-1.366479	0.620689	0.203170	-0.808752	-0.252508	-1.072368	-0.961679	1.028948	0.182217	0.142602	2.008008	0.807265	0.739623	0.982556	-1.104149	0.013300	1.744490	1.016404	-0.510534	0.482858	0.375613	1.080914	1.200592	-1.567479
32C	0.590792	1.388942	-2.234864	-0.619258	0.600981	0.415519	1.794740	-0.860594	-1.974714	-0.854898	-0.713040	0.840907	-0.756170	-0.211513	1.581053	1.111646	-0.314451	0.835980	0.777818	-1.182718	-0.728617	0.225685	-0.444882	-0.972652	-0.928968	-1.313439	0.162588	0.128939	-0.814705	-0.958319	1.335212	0.614100	0.471861	-0.492018	2.048000	1.093381	0.744893	0.901464	0.890014	0.554509	2.299054	0.062521	-1.667345	-1.057742	0.320840	-0.935544	1.563731	-0.622816
32C	0.428867	1.299238	-0.097434	-0.906200	1.077418	-0.412584	0.854610	-1.112344	-2.244256	-1.039865	-0.348180	0.930691	0.601954	-0.845779	1.405050	0.734474	-0.728219	-1.231871	0.606520	-1.458766	-0.931381	0.293567	1.609306	-1.290477	0.863546	0.797206	-0.516738	0.393333	0.152147	-1.207195	0.959576	0.049529	1.613778	0.083735	1.702914	1.346592	0.845967	-1.667734	1.671795	-1.290807	-0.506527	-1.310842	0.305825	0.146164	-0.675453	0.053124	1.415569	-1.697587
32C	0.136436	0.374300	0.408267	1.663718	-0.266398	1.129965	-0.648620	-0.884667	0.974543	0.729694	-0.550538	-1.177895	-0.779162	0.350267	0.634864	0.750221	0.978072	-1.085387	-0.043557	-1.209113	-0.427719	-1.200784	-0.473357	1.323116	-0.012288	0.528664	0.062799	0.918394	1.297712	0.715015	-0.846210	0.334830	-0.037243	1.197549	-0.774352	-1.054118	0.143010	0.166531	-1.024392	-1.568017	0.058107	-1.116826	-0.461242	1.304099	-0.115554	0.294717	-0.088230	0.393619
32C	-0.148426	-0.446287	0.298480	1.492131	-0.918234	1.164376	-0.019002	0.408910	0.680530	0.993424	0.349387	-1.001148	-1.287783	0.361800	-1.249955	0.384305	0.854986	-1.428007	-0.621809	0.646318	0.201067	-0.232444	0.402465	1.092371	-1.085622	-0.674702	0.528046	0.979014	1.364329	0.902371	1.899628	1.424247	-0.824207	0.660838	-1.253502	-1.585684	-0.377766	0.464618	-0.442512	-0.434163	-1.076155	-0.949693	-0.683039	1.503924	-0.468427	-1.584651	-0.029848	0.653061
32C	-0.161531	0.341364	0.650233	1.463620	-0.822493	0.972563	0.397073	-1.338977	0.767088	0.931763	0.363130	-1.697652	-1.213077	0.335854	-0.510361	0.132296	0.816471	-1.377683	-0.106114	0.576610	-0.029603	-0.716501	0.731266	0.897434	-0.841003	-0.411112	0.226280	0.998997	0.979016	0.564030	1.113405	-1.449975	-0.057859	0.600723	-1.183125	-1.507608	-0.111966	0.704040	-0.147533	-1.101956	-0.804067	0.090949	0.516326	1.407841	0.014106	-1.493434	0.348380	0.700082
32C	-0.003804	0.990150	-0.497484	-0.854704	0.052890	-0.033348	0.420991	0.676851	-0.702691	-1.006670	-0.735916	1.105700	1.281515	-3.257847	1.757718	0.508468	-0.751396	-1.202802	0.588479	-1.409224	-0.531686	0.504132	0.102632	-1.256084	0.889977	1.084713	-0.348601	0.089917	0.458841	-1.162530	2.187187	-1.118177	1.417720	0.225251	1.481292	1.498100	0.725724	-1.616841	1.435095	-1.522024	-0.507165	0.148778	-1.916990	-0.182941	-0.146966	0.597200	1.236396	-1.654485
32C	0.760656	0.624590	0.516507	0.858170	-0.362568	0.816584	0.591451	-0.963234	0.666962	1.112380	0.315089	-1.267781	-0.854202	-0.095004	0.509871	0.339195	-0.069123	-1.135936	0.554228	-1.295264	-0.111827	-1.268289	-0.566296	0.948305	-1.424990	-1.034047	0.871082	1.124464	1.416165	0.406834	0.339840	0.744771	-0.633948	1.033483	-0.845044	-1.132544	0.465447	0.177926	0.006608	-0.401411	-0.192737	-1.183777	0.248588	1.234498	0.660633	1.287914	-1.486568	0.564792
32C	0.950974	-0.134453	0.194269	1.508799	-0.686585	1.352375	0.548728	-0.066055	0.842636	1.252801	-1.281181	-1.570625	-1.107030	0.178664	0.148430	0.115804	1.031291	-1.306247	-0.196166	-0.524392	0.460588	0.175157	-0.879427	0.747064	-1.653193	-0.189511	0.903835	0.876425	1.209330	0.360335	0.801181	1.089516	0.223950	0.785956	-1.083223	-1.396777	-0.223074	0.333603	-0.293063	-1.561594	-0.721805	-1.409353	-0.107457	1.370825	-0.096062	0.307334	0.076697	0.259023
32C	0.888945	1.475408	0.686895	-0.821093	-0.453686	-0.088908	1.356980	-1.037675	-0.436628	-0.391092	-0.121783	1.184119	-0.205689	-0.885216	1.129684	0.774501	-0.811671	-1.183830	0.938051	-1.376890	-0.952797	0.347722	0.720414	-1.233637	0.780228	0.724348	-0.150724	0.343271	1.029571	-1.133378	-1.039737	-1.082181	1.145998	0.040480	1.533415	1.359950	0.337294	-1.583625	0.283653	-0.408942	0.564545	-0.002113	0.378438	-1.243101	0.591526	0.746883	0.801986	-1.626354
32C	0.429359	1.014598	-0.351892	-1.146332	1.219964	-1.106339	1.242627	0.219253	-0.879330	-1.194658	-1.082697	1.098977	0.220977	-0.289676	1.417075	0.738005	-1.422111	-0.091057	1.015080	-0.424021	-0.985102	-1.577420	1.892049	-1.450854	0.749968	0.815820	0.126869	-0.284275	0.678248	-1.415471	1.471538	-1.430501	1.302709	-0.196970	1.302957	0.897832	0.481312	-1.905051	1.615330	-0.700734	-0.299866	0.769936	-2.226206	0.306989	-0.154899	0.794575	1.160221	-1.898571
32C	0.756055	1.046991	-1.053580	-0.946495	1.051997	-0.953551	1.789744	-1.147697	-0.881040	-0.322164	0.028149	0.985070	-1.030384	0.810000	1.367348	0.712137	-0.669400	0.954662	0.882051	-1.497531	-1.703829	-1.426779	-0.784500	-1.317389	-0.662499	-0.667797	0.024442	0.348579	0.568836	-1.242145	0.711526	0.561784	-0.862714	0.424131	1.922594	0.606457	0.658696	-0.045281	0.949635	0.610874	1.824314	0.878514	-0.166102	-1.358267	-0.455168	1.417726	0.812486	-1.731313
32C	0.618108	-0.176099	0.634418	1.450177	-0.230276	1.490470	-0.618578	-0.855156	0.667454	1.127969	-0.353723	-1.144134	-0.750977	0.491816	-0.960769	0.602902	0.810526	-1.066401	-0.128560	-1.176755	0.303167	-0.115106	-0.438449	1.044609	-0.000706	-0.090712	0.654393	1.147720	1.361406	-0.490384	0.899954	0.625619	-0.597559	0.557684	-0.747800	-1.024661	-0.342608	0.990424	-0.490195	-1.763244	0.716825	-1.091678	0.180539	1.182544	0.436762	-0.929202	-1.366901	0.536881
32C	-0.298144	0.133691	0.895047	1.881446	-0.430361	1.009057	0.492610	0.573477	0.637918	1.372441	0.855942	-1.331144	-0.222182	0.450974	-1.137416	-0.280977	0.622973	-1.171570	-0.455633	0.501266	0.314148	-0.085891	-0.631811	0.974611	-0.483139	-0.506619	0.494394	1.137134	1.209158	-1.114540	1.096220	1.227481	0.125578	0.361622	-0.894878	-1.187828	-0.852299	-1.562159	-1.141418	-0.710749	-0.123211	-1.230974	0.246866	1.255633	-0.726626	-1.119832	-1.547892	1.283974
32C	-0.301672	-0.212727	0.784380	1.322077	-1.111481	0.758362	0.216837	0.628764	0.642066	1.045566	0.990261	-1.967756	-1.438572	-0.025667	-1.738751	0.231111	0.921094	-0.709946	-0.183316	0.446996	0.276494	-1.793978	0.378256	1.099063	-1.287083	-0.259730	0.424949	0.990801	1.232922	0.419049	0.432886	1.500638	0.482455	0.191895	-1.395554	-0.700588	-0.529216	-0.303547	-0.479381	-0.784081	-0.605053	-0.365986	-0.489245	1.361050	-0.804085	0.024167	-0.489191	0.959894
32C	0.312494	1.278293	0.579841	-0.852906	0.263292	-0.763331	1.609630	-1.065586	-0.259424	-1.005511	-0.771598	0.770691	0.326289	-1.552770	1.524432	1.392721	-0.271006	-0.267321	0.269735	-1.407495	-0.512197	0.355360	-0.687370	-1.254884	1.028216	0.276803	-0.636462	-0.097305	0.371586	-0.188495	-1.075039	1.601518	1.236989	-0.372635	1.210414	1.449425	0.547653	-1.615065	1.600511	-0.815325	-0.538205	-0.059582	-1.915084	-1.272317	0.598110	0.990322	1.384286	-1.652980
32C	0.594278	1.643467	-1.239873	-0.838509	-0.472389	-0.065195	0.517066	0.302819	-2.180670	-0.996230	-0.085100	1.507483	0.270767	-0.620205	1.575684	1.664588	-0.708822	0.296575	1.347765	-1.393644	-0.156810	-0.065413	1.225043	-0.536504	0.790180	1.027827	0.125689	0.148750	-0.367539	-1.148483	0.325176	-1.100832	0.160667	-0.948490	1.893175	1.282363	0.691902	-1.600836	0.384082	0.053976	0.309733	0.109459	-1.899818	-1.259095	0.458908	1.312745	1.123417	-1.640930
32C	-0.439194	1.423441	-0.087424	-0.892782	0.203211	-0.498425	1.390564	-1.100571	-2.231652	-1.031216	-0.564133	1.273940	1.249004	-2.091822	1.656351	0.816417	-1.517767	-0.431174	0.316990	-1.445857	-1.757511	-1.386289	1.468529	-0.552122	0.816340	0.623675	0.180197	0.526610	0.660474	-1.195557	-1.119289	-1.158957	1.317075	-0.795863	1.204359	1.320033	0.568925	-1.654473	1.645856	-0.785707	-0.304612	0.773897	-0.159444	0.503447	0.235963	1.669638	1.621696	-1.686356
32C	0.010708	-0.019230	0.183000	1.722739	0.023022	0.905875	-0.158631	0.785074	0.206081	0.983873	0.909491	-0.183156	-1.129429	0.598299	0.511660	0.462717	0.766450	-0.391494	0.059827	0.814972	-0.120339	-0.294657	-0.907169	1.360897	-1.673411	-0.598503	1.007574	1.109910	1.067829	0.922434	-1.310057	1.157393	-1.909746	0.990277	-1.104324	-1.420187	-0.695056	0.059221	-0.434340	-1.346635	-1.143163	-1.429337	-0.833291	1.308744	-0.152270	-1.391299	-0.165738	0.787629
32C	0.232842	1.240288	-0.004220	-0.683142	1.145951	-0.265906	1.253330	-0.916643	-2.034724	-0.896079	-0.543941	1.469025	-0.127391	-3.019723	1.520086	0.702668	-1.516019	-0.160665	0.645890	-1.244176	-1.767077	0.347237	-0.511183	-1.141503	0.801842	0.963974	0.619174	0.274040	1.036838	-1.013728	1.198490	0.873176	1.213102	0.489824	1.364622	1.295749	0.422889	-1.447291	1.787774	-1.023586	0.253240	-1.144075	-1.735082	0.681898	-0.026886	-1.000908	1.389530	-1.510892
32C	0.831785	0.553474	0.881361	1.351506	-0.429552	0.513758	0.816976	-1.017958	0.948997	1.014783	-0.664884	-1.330388	-0.906470	0.237263	-1.136702	-0.159135	1.071346	-0.557463	0.337133	0.145117	-0.046949	-1.315307	-0.631030	1.153810	-0.354408	0.341271	1.015270	1.200285	0.171759	-0.057993	-1.014799	1.199193	-0.795703	1.352871	-0.894283	-1.187169	-0.257114	0.907677	-0.131118	-1.942582	-0.092596	-1.230411	-0.319467	0.223731	-0.055514	-0.167820	0.520956	0.678709
32C	1.586656	0.448348	0.740338	0.660215	-0.727584	0.780626	0.563652	-1.261440	0.740038	1.429795	-0.000443	-0.057343	-1.139020	-0.042472	-1.399823	0.012950	0.989911	-1.327797	0.790644	0.681074	0.168240	-0.329427	-0.180321	1.157834	0.123366	0.385975	1.040632	0.544581	-0.168047	0.363442	-0.592725	0.573550	-0.000494	0.716362	-1.113359	-0.356633	-0.313537	0.672585	-0.281673	-2.167201	-1.128177	-0.419251	0.504998	-0.906172	0.195432	-1.403010	0.145891	0.257360
32C	1.312558	1.094619	0.836078	-0.951195	0.238551	-1.915208	0.415345	-1.151820	-2.286522	-1.068869	0.903396	0.937776	-1.034322	-0.831381	0.318542	1.212925	-0.040909	-0.218154	1.132545	0.475528	0.829610	-1.430321	1.531090	-0.567489	0.761993	0.086846	0.418274	-0.062080	0.047226	-1.246220	-1.184109	0.347467	-0.393184	0.703281	0.807817	1.537438	0.797244	-0.180979	1.584791	-0.589108	0.190696	0.788780	-0.205685	0.092027	0.562697	0.478844	-0.212600	-1.735246
32C	0.394600	0.205883	0.511700	-0.902559	-0.541174	1.084359	-0.877155	0.689148	0.321328	1.101761	1.180076	0.203427	0.468249	0.358971	-0.187426	0.009422	0.734856	-1.229815	-0.123340	0.732957	0.053667	-0.066524	0.494763	1.250257	-1.089099	-0.273731	0.201454	1.022170	1.257079	-1.204037	1.019599	-0.925141	0.329550	1.014478	-0.976334	-1.278195	-0.092642	-1.664136	-0.375875	-0.635261	-0.106652	-1.308120	0.253257	1.260755	-0.514656	-1.225409	0.102700	0.297958
32C	1.948587	0.405437	1.141673	-0.396411	0.002386	-0.178099	-0.425069	-0.665080	-1.765381	-0.711248	-1.034515	0.688165	0.668104	-0.601636	-0.755361	1.144123	0.217311	-0.944109	0.667293	0.692663	0.733391	1.206355	1.296895	-0.950005	0.985111	-0.770947	-0.203007	0.766090	-0.116450	-0.146235	-0.568473	-0.627361	0.322133	1.164760	0.572159	0.711486	1.095697	-1.163922	1.341183	-1.358977	0.689646	-0.929703	-1.431059	-0.853086	0.821497	-0.707534	1.355934	-0.384157
32C	0.956930	0.273030	0.793691	0.927143	-0.297720	0.840347	-0.674672	-0.910256	0.496540	0.988560	0.700259	-1.207171	-0.803602	0.365179	-1.020313	0.291240	0.802279	-1.101851	-0.061834	0.551197	0.373133	0.155692	-0.503627	1.402652	-0.905553	-0.283241	0.233887	1.032697	0.943804	0.011979	-0.878575	1.489809	-1.873466	0.662643	-0.797377	-1.079661	-0.196788	0.829716	0.143222	-1.974498	-2.626601	-1.138632	0.332959	1.302621	0.296339	0.736271	0.243808	0.383691
32C	0.841502	0.219586	0.337091	1.259402	-0.183741	0.943340	-0.579873	-0.817138	0.872525	1.216245	0.785558	-1.100639	-0.714665	0.451859	-0.919685	-0.000710	1.228354	-1.041941	-0.079024	0.808877	0.201273	-1.142763	-0.393477	1.187734	-1.299044	-0.134424	1.112955	0.967581	0.752927	-0.915359	0.702188	-0.812976	-0.105650	0.700714	-0.713593	-0.986712	-0.059965	0.456703	-0.965396	-1.292690	0.493749	-1.059281	0.514154	1.080919	-0.229564	0.192965	-0.248754	0.681386
32C	0.349503	1.055680	-1.428218	-0.884151	1.159345	-3.046025	1.588051	-1.092999	-2.223544	-1.025652	-0.117093	0.635799	1.100131	-2.845111	1.650100	0.928778	-0.949399	0.440868	0.779287	0.089056	-1.262883	0.336509	1.383102	-1.275751	0.006672	0.183659	-1.383072	0.373745	0.775391	-1.188071	1.251607	-1.149714	0.352244	1.156665	1.752817	1.256586	0.842639	-1.645943	0.132378	-0.850406	0.502583	0.874822	-0.096248	-1.301011	0.185315	1.319884	1.763232	-1.679132
32C	-0.124360	0.114317	0.799735	1.531421	-0.528558	0.824009	0.216520	-0.020868	0.827979	0.953183	0.741486	-1.422924	-0.983722	0.417263	0.194976	0.485182	0.911203	-1.223184	-0.368125	0.195517	0.665219	-0.665499	-0.726709	1.089919	-0.800867	0.188154	0.917008	0.972530	1.306825	-0.028529	0.356119	1.303986	0.421431	0.752143	-0.967060	-1.267907	-0.606974	0.974697	-1.211504	-0.730981	-0.062087	-1.299336	-1.356341	0.820658	-0.018878	-1.213389	-0.703562	0.243810
32C	1.014111	0.568324	0.313502	-0.938033	1.754315	-0.524734	1.888408	0.907534	-1.185272	-1.060385	-1.684273	0.012665	-1.023293	-0.951951	1.581167	0.938988	-0.927550	-0.236189	0.782137	0.434751	-1.726343	-1.420400	1.463154	-0.810489	-1.577612	-0.195627	0.024619	0.781621	1.091824	-1.234805	1.542685	0.980885	-0.144213	-0.981140	1.967309	1.144354	-0.435265	-1.699194	0.249199	-0.926667	1.888774	1.277056	-2.005345	-1.350495	0.958143	1.206858	1.115403	-1.411791
32C	0.681250	0.144481	0.337174	1.658762	-0.210922	1.082024	-0.602480	-0.839345	0.466254	1.057224	-1.104102	-1.126044	-0.735875	-0.115751	-0.943682	0.739225	1.024878	-0.037318	-0.471526	-1.159417	1.203880	0.117462	-0.419745	1.096335	-1.318187	-0.798129	1.045028	1.121824	0.998711	-0.135490	1.854400	-0.840083	0.736021	0.680645	-0.733573	-1.008878	-0.265371	0.093575	-0.167588	-0.657339	-2.509078	-1.078204	0.440395	0.702778	0.816526	0.200820	0.089463	0.356032
32C	0.575104	1.011944	-0.250811	-0.729991	1.446028	-0.153836	1.199775	-0.957747	-0.961904	-0.055578	-1.475872	0.902805	1.594570	-3.084749	1.426304	0.514601	-0.547643	0.156217	0.324584	-1.289247	-0.757706	0.078127	-0.559805	-1.172793	0.918304	0.995307	-0.063564	0.289209	0.955058	-1.054362	1.071587	-0.984614	0.649205	0.648141	1.372982	0.872200	0.241814	-1.493591	1.939545	-1.707189	0.204966	-1.179101	-1.784757	-1.159436	0.274078	0.642698	1.386416	-1.550104
32C	0.667878	0.313528	0.218406	1.241070	0.063907	1.047715	-0.872737	-1.104809	0.565907	1.134198	0.969184	-1.429750	-0.989421	0.517408	-1.230558	0.455672	0.931836	-1.227023	0.110499	0.107622	0.304589	-1.389929	-0.733767	1.214338	-0.215198	-0.557250	0.205063	0.904731	0.955011	-1.199746	1.653278	1.238913	-0.084485	0.582843	-0.282587	-1.273863	-0.578986	0.110208	0.450262	-0.870366	-0.555797	-0.240902	0.155388	1.202846	-0.585593	-1.220347	-0.089120	0.586312
32C	0.484931	0.088377	0.500803	-1.011860	-0.658554	1.202085	-0.974782	0.733871	0.629459	1.090442	0.465797	0.328059	-1.085157	-0.356524	-0.032546	0.164188	0.819728	-0.509922	0.235704	0.496746	0.299190	-0.136637	-0.852338	0.980458	0.038055	0.347974	0.034151	1.014425	0.609968	-1.053324	1.280416	0.492264	0.765935	0.831056	-1.062617	-1.373917	-0.423246	-0.474531	-1.304287	-0.453096	-0.982794	-1.389838	0.639307	0.993377	-0.067926	-0.548626	0.654257	-0.452993
32C	0.855353	0.301558	-0.093347	-0.692297	-0.315371	1.118895	0.782930	-0.924676	0.159309	1.137591	0.953943	-1.223668	0.725069	0.281978	-1.035896	0.856098	0.938399	-1.111128	-0.087496	0.374255	0.705774	0.332406	0.894003	1.071854	-0.320622	-0.423341	0.050236	0.993182	1.359466	-1.021669	0.442841	-0.944245	-1.889045	0.767059	-0.810351	-1.094055	-0.095675	-1.456339	0.577787	-0.644315	0.411806	-1.150920	0.526930	0.958540	0.120059	-1.010276	0.215376	0.171965
32C	-0.524977	-0.642468	0.922923	1.811601	-0.653785	0.966011	-0.970816	0.484230	0.432419	1.462879	0.633838	-1.539969	-1.081436	0.175829	-1.334669	0.525950	1.121358	-0.174171	0.557070	0.210713	-0.092959	0.453822	-0.847730	0.702785	-0.166942	-1.203129	0.487543	1.165321	0.916587	0.637623	-0.883102	-1.281731	-0.462894	0.311364	-1.059112	-0.219892	-1.107121	0.471017	-0.302020	-0.828063	-0.929098	-1.386518	-0.027764	0.545286	1.398325	-0.064975	-0.215126	0.791896
32C	-0.385212	-0.515574	1.015854	1.581093	-0.546182	0.641967	-0.881321	0.996627	0.634991	1.306272	0.116509	0.119520	-0.997475	0.326965	-1.239670	0.253625	1.098684	-1.232448	0.250936	-1.090230	-0.178180	-0.092968	-0.743741	0.990842	-0.119413	-0.590184	0.021383	0.737972	0.790722	1.094976	-1.135314	1.383167	0.658413	0.290691	-0.980015	-1.282279	-0.783212	0.820104	-1.224083	-0.723042	-0.932952	-1.311606	0.152192	0.680795	0.545674	-0.276725	-0.059555	0.767200
32C	0.462267	0.242902	0.725592	0.995617	0.434151	1.138130	-0.700435	-0.487182	0.577857	1.153665	0.294568	-1.236123	-0.827773	0.528285	-1.047660	0.768641	1.019073	-0.024085	-0.569853	0.642960	0.077328	-1.244513	-0.533562	1.211881	-0.326600	0.167634	0.754066	1.119355	0.977150	-1.032431	-0.910583	1.135397	-0.057570	0.940479	-0.820146	-1.104922	-0.527711	-1.468602	0.143270	-1.557550	-0.556035	-1.160197	0.327786	1.074715	-0.356211	-1.022972	0.301987	0.593643
32C	0.320362	1.120348	0.245117	-0.873337	-0.043081	-0.626751	-0.851055	-1.083511	-1.136545	-1.018681	0.269286	1.201594	1.043891	-3.283710	1.134928	0.815165	-1.047636	-0.431021	0.687220	-1.427150	-1.028170	0.957693	2.011819	-1.268529	0.614349	0.481532	-1.773499	0.152066	0.050247	-1.098555	-1.097711	-0.108323	1.105088	0.593400	1.534659	0.959062	0.117699	-1.635256	1.466757	-0.336967	0.355327	0.729741	-0.274974	0.409079	1.351297	1.118810	1.059573	-1.670081
32C	0.167704	-0.523672	0.582771	1.607491	-0.333680	1.322800	0.481605	-0.939634	0.764483	1.029466	0.023345	-1.240781	-0.831661	0.400054	0.039413	1.469772	0.995094	-1.120752	-0.232613	-1.269386	0.166721	0.253632	-0.538379	0.807713	0.074744	0.070953	-0.478585	0.826271	0.748909	0.719492	-0.915733	1.213424	0.632928	0.974585	-0.823810	-1.108986	-0.379890	0.238716	0.081050	-2.001093	0.987399	-1.163666	-1.762867	0.947465	1.426531	-1.027720	-1.116879	0.040834
32C	0.332387	0.171138	0.889050	0.968759	-0.119959	1.274176	-0.526825	0.687272	0.557577	0.959915	0.471696	-1.041025	-0.664897	0.290818	-0.863374	0.763937	0.903504	-1.008416	0.056509	0.372256	0.580795	-1.097993	-0.331838	1.056781	-1.254123	-0.098725	1.301590	1.318790	1.062815	0.088756	-0.694893	0.949280	-1.716568	1.015766	-0.666708	-0.934699	-0.380929	0.723290	-0.919873	-2.092807	-0.486893	-1.014878	0.797248	0.556710	0.611055	-0.824098	-0.884971	0.843639
32C	0.745235	-0.135651	0.391912	-0.635097	-0.253943	1.373649	-0.638261	-0.874491	0.699794	1.168741	-0.535391	-1.166254	-0.769443	0.232296	-0.981663	1.015956	0.880046	-0.089400	0.326835	0.310353	0.259107	-0.201038	-0.461320	1.299147	-1.348486	-0.713002	0.994448	1.190305	0.411682	-0.972057	1.248663	0.754394	0.134341	1.093844	-0.765197	-1.043961	-0.546095	0.534598	-0.052625	-1.145092	0.354318	-1.108155	0.318981	0.790872	0.515412	-0.951750	0.081134	0.216481
32C	0.068561	0.498021	0.425930	1.621089	-0.153699	0.996019	-0.554887	-0.792596	0.460318	0.982295	-1.287309	-1.072561	-0.691224	0.456382	-0.893162	0.448660	0.908595	-1.026150	-0.296917	0.628216	0.235567	-1.121676	-0.364445	1.317197	-1.277886	0.018689	1.464086	1.191010	1.244567	0.774337	-0.729757	1.487831	-0.003909	0.763463	-0.691510	-0.962214	-0.480609	0.895876	-0.943955	-1.052035	-0.001237	-1.038367	0.058401	0.735071	0.395873	-0.856244	-0.033458	0.371989
32C	1.674334	1.016144	0.120067	-1.523036	-0.038819	-1.128442	1.118407	-0.156411	-1.707464	-1.437486	0.541217	0.689365	0.494732	-1.667091	0.841305	-0.827215	-1.199538	0.067463	0.838981	-2.052183	-0.053377	0.859036	2.244195	-1.702443	0.319106	0.501505	-0.488658	0.130202	0.061162	-1.742200	0.816346	-0.623461	1.451532	-0.517756	1.030560	1.182999	1.074003	-0.954713	1.720191	-0.211602	-1.089254	-0.093914	0.352416	0.035775	0.201735	1.302074	0.357065	-1.396783
32C	0.915143	-0.229651	0.350725	1.275951	-1.412869	0.274310	-0.269939	-0.131420	0.726183	0.901693	0.438580	-0.194073	-0.660676	-0.092034	-1.543627	-0.051374	0.686033	-0.870299	0.198153	0.382462	0.187888	-0.685712	1.173090	1.017340	-0.979781	0.012974	0.970998	1.433475	0.983949	-0.249875	0.991626	1.004710	0.551269	0.452733	-1.617098	-0.245848	0.022809	-0.212840	-0.947540	-0.766513	-1.593253	-1.914978	0.444555	0.911055	-1.305704	0.478410	-1.199674	0.947594
32C	0.795683	-0.172822	0.431563	1.084379	-0.415075	0.782900	-0.772277	0.564710	0.716150	1.074229	0.683853	-1.316857	-0.895173	-0.022007	-1.123921	-0.601653	0.722218	-0.193059	-0.353765	0.702739	0.609470	-1.305145	-0.617039	1.148125	-1.461971	0.026667	0.902037	1.310214	1.014402	0.528913	0.802694	0.345322	0.198304	0.678703	-0.883642	-1.175363	-0.056448	0.430807	-0.581324	-0.912967	0.073194	-1.220332	0.445930	1.153208	-1.270848	-1.105269	-1.534065	0.891170
32C	1.174417	1.111131	0.986814	-1.031677	0.273807	0.312104	0.890824	0.803910	-1.123980	-1.120749	0.200444	0.190357	0.251329	-1.198700	1.060533	0.201455	-0.167244	-1.302699	0.126377	-1.579479	-0.104995	0.095448	1.840245	-1.374279	0.036692	0.718947	0.992321	0.707465	0.386431	-1.316025	-1.273419	-1.307709	0.510690	0.301504	0.804697	1.015020	0.513641	-1.791739	1.726655	-0.867316	-0.040422	0.566232	-2.104636	0.878404	-0.436790	1.252101	0.634484	-0.934385
32C	-5.772838	0.117561	-0.263288	1.312386	1.882893	0.148361	1.179205	0.834136	-0.160206	0.390266	0.633177	0.841957	0.862478	-0.199809	0.938414	-3.124899	-1.081103	0.066170	-0.445595	0.675589	-0.671514	0.341106	1.652616	0.191247	0.124491	-0.386638	0.310153	-0.059269	0.337778	0.717069	-6.092590	1.275980	0.122740	-0.839646	0.827922	0.734971	-0.959780	0.524839	0.568370	-2.523380	0.377972	0.400254	-6.702479	0.762841	-2.323487	1.103237	0.503546	0.159313
32C	0.937953	0.027781	0.380727	1.425987	-0.636702	0.852052	0.073045	0.604002	0.819085	1.196902	-0.313629	-1.524001	-1.068106	-0.210561	-1.319587	0.118613	0.782491	-0.507658	0.199691	-1.540839	0.366025	0.235704	-0.831220	0.800474	-0.416347	-0.278667	1.055112	1.315856	1.077838	-0.232070	1.411179	-1.264694	0.600235	-0.109931	-1.046554	-1.356097	-0.083445	0.356420	-1.288691	-0.553671	-0.121827	-0.395346	0.614614	0.683994	-0.702635	0.237426	0.015024	0.150918
32C	1.025003	-0.050472	0.184608	1.488992	-0.435393	0.929144	0.707410	-1.022730	0.543342	0.710116	-0.989381	-1.335847	-0.911027	0.052791	-1.141859	-0.173734	0.750940	-1.174215	0.466291	0.183692	0.668490	0.656851	-0.636674	0.955544	-0.524438	0.668529	0.477478	0.679854	0.665415	-0.338724	-1.020834	0.927757	0.923012	0.320650	-0.898577	-1.191932	0.465302	-0.339136	-1.145009	-0.595737	0.311207	0.122174	1.159607	0.956343	-0.301753	-1.124626	-0.219421	0.183209
32C	-5.814964	-0.090193	-0.296191	1.330084	1.690079	0.036225	0.978610	0.817041	-0.117565	0.431882	0.550028	0.714701	0.747457	-0.255736	0.734638	-3.237322	-1.099654	-0.057019	-0.562777	0.646795	-0.796345	0.257132	1.494965	0.234941	0.020673	-0.462690	0.246490	-0.054027	0.289808	0.667005	1.274020	1.163258	0.043447	-0.902810	0.663810	0.541369	-1.120297	0.389187	-6.768023	-2.678371	0.251995	0.245238	0.403416	0.719360	-2.488673	0.981205	0.450079	0.173404
