name	GCNF	CDX2	GATA6	PBX1	KLF4	NANOG	OCT4	Oct4Sox2	SOX2
7028	2582	2.501737	0.096342	77.300723	0.447455	0.030264	0.000012	1.354224	0.047567	1.625195
7028	2582	0.079398	0.003162	0.000856	44.630993	169.136591	1.013151	51.755095	21.280026	148.953994
7028	2582	91.141739	5.198653	1.382793	0.447455	0.001577	0.000000	0.078590	0.011832	1.625195
7029	2583	1.806122	575.610460	0.001677	28.720342	0.021260	0.005328	0.007920	0.017471	3.217266
7029	2583	1.805632	503.655689	0.000283	28.754045	0.536815	0.023311	0.505626	54.813031	310.966854
7029	2583	0.080667	0.037348	0.000538	678.210354	88.024242	7.517162	85.981656	64.648411	310.967069
7030	2584	3.329663	0.013709	153.186144	14.085169	0.072712	0.000113	5.015557	0.942296	4.646096
7030	2584	0.061871	0.000155	0.000475	382.780360	175.683026	3.176238	217.209742	38.362265	107.383833
7030	2584	79.282470	29.454762	4.086623	14.652196	0.003555	0.000274	0.018899	0.015205	2.747737
7031	2585	3.816209	0.014823	26.389443	16.062093	83.796669	0.073984	168.537404	48.234383	101.725319
7031	2585	62.629393	46.045906	1.203508	3.051731	0.000515	0.000078	0.004917	0.038433	2.039474
7031	2585	0.047231	0.000500	0.003976	168.601785	102.068154	1.487587	170.425925	48.234383	101.725319
7032	2586	14.877704	46.279520	0.097452	0.551676	4.657188	0.003364	1.371827	91.292346	73.221479
7032	2586	11.056838	62.136841	0.054469	0.551289	0.009047	0.000058	0.035032	1.756941	13.334437
7032	2586	0.184425	0.013120	0.025196	17.533231	62.657617	0.415061	269.633698	91.824867	73.225437
7033	2587	4.834307	295.526358	0.028330	10.963868	0.001872	0.002811	0.001552	0.822374	2.674817
7033	2587	0.066957	0.044616	0.017565	74.535096	0.115115	0.112725	0.055278	0.822388	2.674852
7033	2587	0.066876	0.016522	0.001163	88.398378	47.026531	4.282211	3.734728	238.867870	50.160228
7034	2588	0.017663	0.000090	0.000788	149.857866	103.260595	1.231410	114.675708	183.514977	100.294731
7034	2588	1.096414	0.002464	3.309685	12.338730	9.764208	0.032445	114.624688	183.514977	100.294731
7034	2588	1.096426	0.002465	3.316765	11.338760	1.137391	0.002664	114.624688	183.514977	100.294731
7035	2589	1.084831	0.000224	0.007734	53.875595	204.881797	1.106317	36.344622	367.726669	253.577512
7035	2589	59.861893	0.178392	1.862940	0.811344	0.009296	0.005212	0.012148	0.119537	3.752692
7035	2589	104.855956	15.296790	1.863465	0.811074	0.009288	0.002114	0.000328	0.119532	3.752692
7036	2590	0.024809	0.005980	0.000912	79.262963	41.759919	4.388604	12.554224	524.911720	97.470382
7036	2590	2.015037	115.392448	0.000685	8.698587	0.014183	0.006533	0.185441	78.614853	96.838579
7036	2590	2.015499	115.476302	0.003391	1.289517	0.014077	0.000069	0.003175	0.434953	1.931239
7037	2591	5.927871	88.992571	0.017179	2.874552	0.114107	0.000010	0.041865	0.152419	10.111464
7037	2591	0.499207	0.016227	0.002814	159.749101	113.428864	0.212756	93.379567	20.073802	34.354996
7037	2591	109.218240	92.401028	1.218245	2.874552	0.114107	0.000005	0.004812	0.152419	10.111464
7038	2592	10.462430	309.281129	0.753731	1.906119	0.001109	0.000000	0.021609	0.031026	1.357447
7038	2592	2.782391	0.483648	6.336552	1.906119	0.876653	0.000101	77.588396	25.762345	61.404777
7038	2592	0.079528	0.014108	0.012895	183.432314	59.235330	0.876556	77.694200	25.763363	61.404820
7039	2593	3.488706	67.222766	0.042185	10.396485	0.079336	0.000409	0.025045	0.555732	15.334391
7039	2593	0.009141	0.447678	0.001336	227.102535	168.686417	3.129597	163.533229	131.233570	525.109323
7039	2593	50.677730	67.242292	3.440316	6.800369	0.079336	0.000127	0.001027	0.555725	15.334391
7040	2594	1.469951	146.957074	0.032238	1.084398	0.013716	0.000012	0.062724	0.316242	1.541805
7040	2594	0.026080	0.001671	0.000680	33.149220	126.013981	1.786534	165.741951	74.972988	64.120910
7040	2594	72.053620	146.957074	1.401075	1.084398	0.013518	0.000007	0.003963	0.316242	1.541805
7041	2595	170.717128	217.652080	1.391121	1.542077	0.608791	0.007098	0.006191	12.861589	132.122375
7041	2595	0.947081	0.689091	0.002587	18.188681	111.255126	0.390482	31.029252	107.268301	132.520616
7041	2595	2.658027	145.235971	0.012727	9.748316	4.381324	0.026393	0.271021	12.863247	132.122650
7042	2596	20.137086	320.870423	1.061702	1.869041	0.003342	0.000008	0.035910	0.006824	2.578695
7042	2596	0.309186	0.035696	0.001976	97.176866	48.558367	129.996503	112.365240	51.568386	148.015556
7042	2596	1.114937	303.318146	0.009977	2.023235	0.261943	0.004640	2.259299	47.799943	147.836121
7043	2597	164.918908	74.649102	0.638717	0.902422	0.000789	0.000000	0.025159	0.082169	1.435518
7043	2597	22.162366	0.184145	2.482573	0.902422	1.282537	0.000890	18.626194	30.556492	126.486710
7043	2597	0.105005	0.011558	0.000827	87.332334	66.088438	2.693903	44.740423	30.560304	126.486798
7044	2598	292.517069	48.979937	1.873674	0.119542	0.001693	0.000025	0.017628	0.080275	3.586931
7044	2598	208.417990	48.979937	0.251330	0.119583	0.001693	0.000058	0.017675	0.080275	3.586931
7044	2598	15.572385	0.013470	3.665919	10.332182	68.397135	0.161826	4.784330	18.793163	293.167832
7045	2599	0.931981	3.374405	0.064025	43.808351	14.345328	0.028253	19.932420	10.014323	15.826891
7045	2599	79.617518	170.921610	5.824172	19.198850	0.035553	0.000076	0.001960	0.119386	1.491018
7045	2599	1.320612	170.898035	0.068938	29.971160	1.100997	0.011139	0.180900	0.119386	1.491019
7046	2600	150.843425	44.985215	2.827049	1.860443	0.016541	0.000000	0.001227	0.013632	3.386993
7046	2600	2.600457	0.000440	0.020814	87.906626	52.575764	0.321977	115.814734	95.663588	288.209484
7046	2600	18.467159	0.000846	3.436607	64.574336	52.263759	0.125142	76.108675	95.663522	288.209484
7047	2601	101.880561	693.305310	0.963464	3.730562	0.000371	0.000002	0.028285	0.043991	4.623060
7047	2601	0.064683	0.034052	0.122461	333.359262	97.527488	1.026608	490.118910	58.805411	135.961088
7047	2601	0.058452	0.034051	0.001236	333.442225	97.527556	2.854446	490.118910	58.805411	135.961088
7048	2602	3.057321	11.935574	0.089588	4.972275	0.010157	0.014978	0.035115	4.681238	4.554075
7048	2602	0.504190	0.001621	0.027877	180.633917	19.483784	3.178416	135.415962	72.481002	46.857790
7048	2602	60.142044	1.037962	1.334985	139.270028	19.160376	0.220017	6.142126	62.809592	46.109464
7049	2603	5.956649	0.023529	22.290931	4.174603	0.000872	0.000006	0.297274	0.012398	0.915472
7049	2603	0.087268	0.000072	0.053429	136.817219	44.311707	3.363255	8.009704	74.780282	90.786508
7049	2603	5.956645	0.004682	16.151844	4.174649	1.058032	0.000435	6.748720	74.543983	90.786130
7050	2604	3.898108	95.688656	0.035594	1.338243	0.001237	0.000149	0.003027	0.088002	4.757181
7050	2604	0.059825	0.002214	0.005454	81.463449	246.661715	1.987292	16.390819	46.651708	387.109794
7050	2604	112.407540	95.913036	1.490624	1.096914	0.001237	0.000045	0.000121	0.088000	4.757181
7051	2605	2.327329	0.012062	65.257870	3.238992	0.123084	0.001719	4.517730	0.573781	7.184461
7051	2605	0.044425	0.000208	0.001009	47.692946	91.650573	2.899038	191.334470	27.907384	145.767269
7051	2605	93.698692	49.915466	2.547720	1.262372	0.002015	0.000084	0.029071	0.324755	7.184461
7052	2606	145.201042	221.194086	5.071456	1.260284	0.016524	0.000000	0.002255	0.032085	5.485804
7052	2606	122.343700	221.169862	0.144572	1.260284	0.016524	0.000016	0.002569	0.032085	5.485804
7052	2606	4.742586	0.050539	0.057963	97.772850	24.597333	2.101110	70.207731	109.413049	374.360913
7053	2607	0.534824	0.014784	0.001725	2.769004	33.268502	0.062086	214.226479	125.916366	151.857779
7053	2607	0.534739	0.000574	0.000133	23.749052	33.291824	0.233529	214.227815	125.916366	151.857779
7053	2607	7.355207	27.780507	0.000811	1.277862	0.179259	0.000051	0.148634	6.058661	141.225324
7054	2608	148.280287	92.729598	1.603273	0.823800	0.000313	0.000000	0.121963	0.115095	0.135332
7054	2608	1.747031	0.017361	186.053794	0.823807	0.021919	0.000029	8.053512	0.961031	0.138678
7054	2608	6.721508	92.713724	0.030623	0.823800	0.000486	0.000000	0.186151	0.157289	0.135332
7055	2609	10.750665	38.239560	3.722862	0.418917	0.000243	0.000000	0.153126	0.225796	1.894787
7055	2609	0.608494	0.436434	73.092172	0.418917	0.004370	0.000002	3.401332	0.509333	1.894787
7055	2609	0.605020	0.147599	11.059007	0.419022	0.264861	0.000069	155.258990	35.895971	75.579130
7056	2610	2.660191	0.083467	0.010266	22.250348	372.677781	0.654239	248.373596	95.318279	381.607575
7056	2610	7.224086	298.186473	0.044815	0.447157	0.141186	0.000242	0.144155	1.134700	43.631525
7056	2610	82.908551	298.517562	2.000148	0.447156	0.138967	0.000101	0.002149	1.134700	43.631525
7057	2611	0.003621	0.002426	0.002739	26.433636	167.383557	1.871093	228.827558	116.196194	100.505107
7057	2611	10.956970	78.891174	46.158166	1.162960	0.004805	0.000001	0.552677	0.153039	1.842466
7057	2611	0.892188	0.072532	230.746667	1.162960	0.145473	0.000064	34.973445	2.931006	1.844623
7058	2612	8.009149	492.756469	0.028523	0.429907	1.205871	0.003160	2.065002	110.263462	301.069552
7058	2612	1.373736	0.905538	0.028661	0.471019	1.427751	0.020743	172.202348	135.286024	303.383118
7058	2612	0.908388	0.693510	0.001302	15.901578	63.124537	0.178389	174.852910	135.291651	303.383539
7059	2613	113.403315	119.748602	2.418134	0.439482	0.005509	0.000004	0.003875	0.026021	0.283831
7059	2613	1.266321	0.026169	214.499727	0.444359	0.543740	0.000039	9.578296	0.173074	0.404120
7059	2613	3.605442	119.722707	0.056048	0.444174	0.005524	0.000038	0.006862	0.026275	0.284040
7060	2614	0.100245	0.022271	85.332831	4.054458	0.020314	0.006042	12.170639	5.547859	0.745397
7060	2614	5.713822	103.679151	0.926833	4.054399	0.000323	0.000129	0.018989	0.057780	0.623263
7060	2614	0.001019	0.001535	0.038840	117.447891	15.338293	2.175872	27.856228	41.970246	41.945380
7061	2615	0.927886	258.963866	0.015770	0.559829	0.002454	0.000214	0.019562	0.049576	1.338902
7061	2615	0.013465	0.026509	0.003115	43.681667	0.563025	0.366663	1.424897	1.060178	5.439617
7061	2615	0.013453	0.005349	0.000850	43.681667	45.760535	12.170487	40.270291	39.809421	45.205957
7062	2616	1.533446	93.790962	0.005097	1.799416	0.002503	0.000001	0.231734	0.034089	2.179690
7062	2616	0.099007	0.071766	0.001529	94.833311	54.973103	0.194578	71.786716	63.794626	94.169959
7062	2616	3.142980	0.188765	1.239554	1.799429	1.524880	0.002674	69.537486	63.794582	94.169959
7063	2617	0.365081	0.009404	0.125130	2.681700	10.121681	0.034345	0.109865	0.775993	23.518302
7063	2617	141.873566	43.861189	3.709354	0.058364	1.341313	0.000021	0.000014	0.775993	23.518302
7063	2617	16.116438	43.838514	0.050940	0.058364	1.675504	0.000886	0.000162	0.775993	23.518302
7064	2618	9.218743	113.716201	0.002360	8.441773	0.010370	0.000626	0.021163	0.268535	16.841702
7064	2618	8.690631	24.727800	0.001076	163.307020	17.606277	0.215297	1.802201	19.471795	662.724296
7064	2618	0.215805	0.008853	0.000245	191.162403	23.424056	1.352302	21.259621	20.817573	662.824445
7065	2619	0.019920	0.003949	0.000011	63.024025	89.345985	4.997519	12.986700	154.403538	129.836572
7065	2619	0.019960	0.028801	0.000463	60.253912	2.136662	0.198629	0.190224	0.111930	4.125174
7065	2619	0.748313	8.311437	0.000811	3.941921	0.045823	0.000110	0.005375	0.108624	4.125174
7066	2620	9.084247	78.246700	0.041710	13.603519	0.001202	0.000276	0.001696	0.012268	0.793367
7066	2620	0.164013	0.006833	0.000635	392.609970	21.489574	4.716802	16.288840	83.823857	69.714169
7066	2620	0.164013	0.030798	0.006708	372.129254	2.068887	0.142616	2.587594	0.492683	0.959003
7067	2621	43.911259	187.408685	0.680837	3.564894	0.017352	0.000027	0.000856	0.771979	1.654140
7067	2621	0.027343	0.002579	0.000197	58.389093	221.996020	2.756040	69.047535	96.444763	87.122171
7067	2621	1.171025	187.408685	0.008531	3.564894	0.017441	0.000032	0.035659	0.771979	1.654140
7068	2622	0.021743	0.002501	0.001355	19.381119	22.983936	0.082558	225.758109	331.387873	150.193961
7068	2622	0.021772	0.062824	0.001925	7.285581	0.330216	0.016376	225.751068	331.387873	150.193961
7068	2622	1.724972	20.318909	0.000935	2.256317	0.318416	0.002502	3.807516	176.132826	149.350887
7069	2623	3.066156	501.474315	0.004778	0.808815	0.059586	0.000054	0.676310	1.256186	28.422726
7069	2623	0.057872	0.009705	0.000233	49.293995	4.567941	0.217835	50.555985	41.797304	88.047797
7069	2623	3.064760	501.346416	0.000077	0.811205	0.259907	0.001945	0.725427	41.466604	88.012651
7070	2624	5.199479	282.119387	0.373263	0.734880	0.001477	0.000037	0.247549	0.139136	1.606361
7070	2624	1.559127	0.034468	55.096241	0.736216	0.030569	0.000371	48.155043	0.438422	1.606829
7070	2624	0.067203	0.001310	0.007676	8.320135	152.854053	0.231240	227.782958	21.027508	62.173893
7071	2625	124.774386	129.301930	1.889659	2.570589	0.000405	0.000003	0.003210	0.254981	1.120947
7071	2625	4.236227	0.000656	0.527411	145.846909	17.707075	0.886920	44.427314	65.663921	85.816193
7071	2625	4.259199	0.057539	1.412286	2.671780	0.887633	0.002925	42.353491	65.619787	85.809591
7072	2626	26.649988	208.508300	1.500348	0.551779	0.000423	0.000192	0.009231	0.214973	0.987161
7072	2626	0.051258	0.088737	0.001450	47.655407	59.910709	2.810874	85.461160	506.745303	52.355747
7072	2626	0.489634	208.507866	0.035199	0.551779	0.000599	0.000354	0.131192	0.215027	0.987161
7073	2627	0.033590	0.000782	0.000954	148.763625	152.460637	5.103971	365.008437	50.385336	373.538206
7073	2627	0.033598	0.000783	0.050702	148.762903	15.113983	0.736534	153.766136	0.587617	3.846670
7073	2627	1.298732	0.003828	93.529982	76.593497	0.563939	0.008487	153.766029	0.587617	3.846670
7074	2628	20.503553	0.100645	8.994206	1.692792	0.123213	0.010504	7.792644	113.027969	95.654637
7074	2628	141.882810	380.091249	58.369022	1.692365	0.000071	0.000001	0.001577	0.080845	15.340313
7074	2628	0.600266	0.001020	0.002611	108.843089	5.770455	0.905317	13.959496	113.027969	95.654637
7075	2629	7.097215	58.857445	0.051656	8.466930	0.006651	0.000003	0.120264	0.626664	2.020005
7075	2629	123.762806	58.857445	2.310108	8.466930	0.001661	0.000001	0.001817	0.613084	2.020000
7075	2629	0.134147	0.013699	0.108368	135.433798	52.715306	0.255726	72.188394	33.772849	123.209954
7076	2630	1.438052	133.390305	0.008961	0.121877	0.000424	0.000027	0.104434	0.457285	0.695385
7076	2630	0.014266	0.034832	0.000815	11.106366	53.006817	1.619349	21.791582	100.001650	47.449007
7076	2630	1.859338	22.291210	0.013907	0.121879	0.846592	0.000716	5.189070	96.018733	47.447856
7077	2631	16.902210	183.140366	0.064913	6.284008	0.000949	0.000851	0.106862	0.014123	0.439234
7077	2631	0.021825	0.091436	0.000424	327.707981	29.020149	6.201362	314.209720	35.019777	34.599421
7077	2631	0.220024	0.743426	0.015664	185.629347	0.338886	0.169729	4.647977	0.640129	0.440302
7078	2632	0.004885	0.002101	0.000735	124.733053	17.925432	2.809118	82.621996	87.537483	82.088829
7078	2632	0.005079	0.006238	0.004263	123.550154	1.766863	0.752427	40.785855	9.171298	3.697315
7078	2632	0.181409	57.265010	0.001247	104.750549	0.558674	0.174246	0.073135	0.103160	1.598791
7079	2633	0.027436	0.000102	0.003766	39.622665	144.679028	0.174868	133.465310	96.541477	81.254623
7079	2633	1.903626	0.006643	8.984436	1.126823	0.015172	0.000006	2.885683	1.989235	4.325269
7079	2633	2.648086	17.183786	0.037692	1.125580	0.000983	0.000003	0.136160	0.086856	2.345738
7080	2634	0.011491	0.000198	0.000319	108.748448	36.854554	22.549898	48.386142	47.883576	48.198489
7080	2634	0.013340	0.007789	0.000867	108.748448	3.498251	4.484736	0.527608	2.709129	22.181577
7080	2634	0.802740	41.472928	0.226318	3.189113	0.006024	0.000499	0.018850	0.875823	10.494969
7081	2635	5.183681	0.039069	58.851856	1.826555	0.418967	0.000053	2.086772	2.350595	38.897890
7081	2635	1.654067	3.585661	0.027166	1.826555	0.006635	0.000296	0.140232	0.000913	4.499357
7081	2635	5.183681	0.041050	85.448011	1.826555	0.076885	0.000011	2.002812	0.030008	5.184759
7082	2636	167.131980	39.934535	2.086458	3.068852	0.677040	0.000001	0.000340	0.038188	5.445540
7082	2636	0.409639	0.004234	0.000685	262.944589	325.754207	8.374772	73.493767	69.517341	479.279359
7082	2636	19.661698	39.841995	0.043168	3.068852	0.677151	0.000059	0.009341	0.038188	5.445540
7083	2637	174.154145	170.873279	1.907448	0.428814	0.000595	0.000009	0.000335	0.079425	1.622448
7083	2637	1.954675	0.008606	0.041399	40.426685	31.113526	0.426008	84.046743	95.365464	122.529982
7083	2637	2.707436	0.009263	0.747228	40.420240	30.924857	0.415104	83.740231	95.356012	122.529897
7084	2638	9.583735	37.314281	0.052065	7.626177	0.000924	0.000074	0.032703	0.000744	1.760136
7084	2638	6.664335	0.173279	22.407736	7.626177	0.048947	0.000268	2.912847	0.022960	1.760136
7084	2638	0.095614	0.002745	0.006907	95.621690	2.593188	0.356439	2.941321	0.023524	1.760136
7085	2639	11.126485	72.452522	0.007683	3.761328	0.002657	0.000457	0.365003	0.036170	1.263598
7085	2639	0.164165	0.013096	0.035307	218.585668	23.967990	0.888745	124.614747	60.084960	106.284838
7085	2639	10.297506	0.029588	4.162410	217.035766	23.240336	0.404936	120.983459	60.084876	106.284765
7086	2640	0.102716	0.001940	0.001368	165.357652	64.927736	1.470091	98.438311	25.581980	193.366491
7086	2640	57.348586	302.710100	0.295175	2.938973	0.000476	0.000008	0.000608	0.252929	12.651364
7086	2640	57.348625	302.710100	0.295175	2.938952	0.000438	0.000008	0.000602	0.016458	4.658314
7087	2641	0.023302	0.000064	0.002370	72.832830	36.792862	4.176962	322.723315	153.721271	47.900639
7087	2641	2.158760	0.000067	7.118612	72.781405	9.345035	0.166523	93.360605	6.572727	2.057511
7087	2641	23.931601	6.613757	1.907979	3.135727	0.001484	0.000748	0.101101	0.162956	0.742733
7088	2642	0.052015	0.000191	0.001034	50.262273	22.216875	1.530655	28.202028	209.239439	34.786075
7088	2642	2.608161	125.418382	0.018687	4.932062	0.000254	0.000190	0.060103	0.058325	1.489357
7088	2642	1.803026	1.799877	0.018418	45.521746	0.009300	0.062075	0.149158	0.058332	1.489357
7089	2643	8.310516	60.877365	0.762175	9.922826	0.002010	0.000004	0.038636	0.000464	2.857473
7089	2643	2.894560	60.859982	0.044542	9.922826	0.002010	0.000005	0.057118	0.000464	2.857473
7089	2643	2.320891	0.058577	3.273979	9.922826	0.019614	0.000012	2.448943	0.017284	2.898644
7090	2644	0.055396	0.001640	0.000366	92.201096	24.141510	2.835535	177.777755	64.042734	86.559604
7090	2644	119.159486	220.747609	3.964470	1.851842	0.001460	0.000002	0.001862	0.511390	19.977263
7090	2644	1.288083	0.034476	0.928009	1.851842	0.263649	0.003143	144.143303	64.042734	86.559604
7091	2645	13.185296	237.121226	2.163771	0.803540	0.017092	0.000003	0.001949	0.064131	1.370991
7091	2645	0.011370	0.003794	0.001409	63.519956	77.522758	1.477711	10.139777	88.507757	60.909105
7091	2645	0.464060	0.361216	6.099035	0.803540	2.706497	0.005526	10.124558	88.501868	60.909105
7092	2646	115.251602	171.634647	8.253923	14.038306	0.001287	0.000007	0.003202	0.052807	1.195193
7092	2646	0.047278	0.000805	0.438509	90.613557	211.810016	6.002660	191.800943	168.891510	75.170881
7092	2646	33.933280	1.477877	15.149844	85.489480	5.585076	0.018229	66.363267	168.891510	75.170881
7093	2647	0.599770	0.138138	0.092609	3.143666	97.880529	0.048135	115.442769	11.876411	58.777089
7093	2647	198.190088	100.494449	3.456256	0.664648	0.185196	0.000011	0.021428	0.422235	14.263617
7093	2647	3.284751	0.146498	2.961697	1.475277	4.696998	0.012951	114.620160	11.876279	58.777007
7094	2648	249.866729	32.345587	12.216457	0.853353	0.000500	0.000002	0.010938	0.028737	0.544929
7094	2648	0.245030	0.020054	0.003973	61.272593	83.037264	2.042731	79.160510	162.975241	51.445251
7094	2648	4.503626	0.213803	44.647423	0.917401	0.043533	0.000079	11.551153	2.072198	0.666702
7095	2649	66.004432	123.562829	0.062809	6.818517	0.005795	0.000791	0.006309	0.015470	3.492880
7095	2649	0.828781	0.001922	0.000638	408.597339	53.394750	21.191547	116.797453	76.737880	74.387381
7095	2649	0.828781	0.003870	0.001036	407.928360	6.668545	0.514533	32.189762	1.466391	3.555588
7096	2650	49.513259	17.035779	1.595069	3.287450	0.001172	0.000000	0.007235	0.170759	0.775889
7096	2650	1.368360	0.063415	11.855380	3.287450	0.093911	0.000513	20.844661	125.875090	37.805127
7096	2650	1.302048	0.161572	1.610830	3.287450	0.001176	0.000007	0.242990	0.170762	0.775889
7097	2651	0.067791	0.005890	0.074195	855.422296	1.741079	0.433655	72.739293	7.584946	16.258632
7097	2651	2.924630	97.040495	0.038304	9.029312	0.000107	0.000010	0.021505	0.142715	1.455602
7097	2651	0.491259	0.156358	42.496909	9.029556	0.033015	0.000092	62.254749	7.584941	16.258632
7098	2652	2.394796	20.147180	0.000901	29.063912	267.872190	0.124054	9.780465	72.564952	255.158165
7098	2652	142.457029	191.012071	17.428216	0.770016	0.075643	0.000004	0.141212	1.477709	7.589943
7098	2652	0.024447	0.032063	0.000458	31.991639	298.260889	0.207569	36.039897	73.084066	255.158342
7099	2653	0.055421	0.000200	0.000313	72.724068	4.442963	7.457045	125.627457	102.997892	21.956817
7099	2653	4.300833	0.018838	43.062823	3.381630	0.057961	0.000277	8.844889	2.235558	0.473001
7099	2653	1.519555	8.048110	0.425056	3.381630	0.005727	0.000301	0.140232	0.022609	0.469942
7100	2654	0.036811	0.041766	0.001230	350.847191	4.754320	0.370117	1.190019	0.880013	6.165522
7100	2654	1.590584	65.822048	0.048090	7.435135	0.016395	0.000784	0.037112	0.491824	6.162762
7100	2654	0.036811	0.001326	0.001523	370.378360	219.851566	1.539889	44.119484	175.610099	92.573541
7101	2655	85.510104	134.213967	1.743060	53.969709	0.002241	0.002178	0.024896	0.052221	1.527863
7101	2655	0.038037	0.130929	0.004053	122.945149	42.215562	3.911703	135.539543	59.409675	82.692868
7101	2655	1.855153	43.549040	0.001536	122.299780	34.976863	0.278065	1.657108	58.881724	82.683755
7102	2656	52.484772	111.717393	1.764285	2.634459	0.035893	0.000000	0.002626	0.010168	3.503231
7102	2656	0.411944	0.035308	0.006989	223.248706	29.171871	0.445842	1.170449	0.017660	3.645157
7102	2656	3.563932	0.002945	9.467201	215.796402	197.396144	0.310112	69.392508	11.975575	73.735527
7103	2657	18.993831	199.143558	0.784649	4.763933	0.001470	0.000050	0.052293	0.079870	1.084045
7103	2657	0.121829	0.005723	0.000408	176.745662	163.039418	1.717200	127.877355	67.755493	76.591532
7103	2657	4.579001	0.319333	19.501254	6.578511	0.053780	0.000920	34.970584	1.972934	1.101823
7104	2658	2.262188	115.654613	0.072868	0.587156	0.013635	0.000908	0.006633	0.015111	5.765653
7104	2658	0.147354	0.004458	0.005202	28.117823	109.037607	0.795495	90.988354	61.786425	123.470793
7104	2658	0.158951	1.414170	0.005317	10.531208	31.662121	0.091035	88.435089	61.786382	123.470707
7105	2659	0.010092	0.000233	0.002171	84.609690	79.011131	1.177112	267.773429	64.754520	531.746566
7105	2659	38.931148	53.793800	9.985412	1.110722	0.018855	0.000000	0.014088	1.291609	336.009683
7105	2659	0.406113	0.013614	7.839393	3.543127	1.867733	0.014878	267.773243	64.754520	531.746566
7106	2660	7.331127	413.212761	0.009003	11.341142	0.292076	0.000048	0.004983	1.588821	113.455521
7106	2660	7.331127	412.504486	0.008910	144.511250	5.826837	0.021205	0.004983	1.588821	113.455521
7106	2660	1.498215	0.011838	0.003256	322.551340	589.886671	2.646367	54.842446	95.885782	156.584218
7107	2661	0.143918	0.336775	0.018970	1.517728	0.001332	0.014068	0.061727	0.513652	0.374042
7107	2661	0.689034	0.337061	0.865150	1.517650	0.000234	0.000921	0.057011	0.507120	0.370337
7107	2661	6.801184	18.560003	0.007831	1.517650	0.000150	0.000237	0.000459	0.429391	0.325644
7108	2662	112.638795	166.886911	0.004725	1.901163	0.000843	0.000818	0.086063	0.041804	1.679251
7108	2662	8.137649	0.029639	7.740957	1.896367	0.030389	0.000184	32.621563	0.646390	1.760550
7108	2662	1.962665	0.001619	0.002111	59.975235	2.821564	0.364785	33.200890	0.646390	1.760550
7109	2663	7.712112	37.786736	0.147284	0.200648	0.088741	0.000093	0.141122	0.046185	1.282427
7109	2663	0.150108	0.053213	0.288217	5.552806	3.006369	0.124523	1.783197	0.278103	1.302611
7109	2663	0.060024	0.001903	0.005183	9.813039	405.344006	1.669959	117.986256	118.626622	67.149837
7110	2664	4.893281	0.006454	12.530916	1.375547	0.796977	0.000686	50.045658	111.811053	150.727411
7110	2664	39.764000	45.790265	1.181961	1.375364	0.030109	0.000092	0.173495	34.309234	126.660950
7110	2664	0.459702	0.000082	0.046799	35.979893	72.829145	0.157560	50.115362	111.811440	150.727516
7111	2665	0.010489	0.031831	0.000638	142.129085	83.717191	3.102297	87.267043	240.241237	67.171391
7111	2665	0.778109	512.448069	0.029500	2.222681	0.003700	0.000422	0.068470	0.130656	2.149671
7111	2665	68.222040	512.587682	2.309514	2.176272	0.003222	0.000006	0.013892	0.054044	1.775824
7112	2666	41.897405	127.471331	3.333958	1.811834	0.000706	0.000001	0.005341	0.094824	0.436864
7112	2666	0.678364	0.076706	75.009114	51.437121	0.050377	0.035204	28.202478	4.325662	0.443765
7112	2666	0.678529	0.088839	76.140123	1.811837	0.029325	0.000449	28.190966	4.325662	0.443765
7113	2667	0.554277	0.001318	0.059099	244.800891	362.025623	3.044136	37.217468	101.513796	169.349745
7113	2667	23.090332	119.479310	0.096228	3.195824	0.001019	0.000168	0.000942	0.078720	2.108086
7113	2667	113.545601	119.559255	1.897083	3.195824	0.001019	0.000084	0.000921	0.078720	2.108086
7114	2668	21.481130	214.336390	0.335802	17.642939	0.000158	0.001078	0.004579	0.012487	0.618087
7114	2668	4.384308	0.008091	16.297378	114.139473	44.701861	0.708370	107.744245	12.116104	44.274865
7114	2668	148.003553	214.336390	8.902577	17.642939	0.000158	0.000018	0.004544	0.012487	0.618087
7115	2669	49.493837	61.906286	7.273461	1.513077	0.011893	0.000010	0.000019	0.028917	0.522649
7115	2669	0.166815	0.029136	0.021792	123.609344	0.031093	0.166286	0.052720	0.028921	0.522666
7115	2669	1.123252	1.664197	0.022735	123.282738	0.031050	0.161766	0.049325	0.028920	0.522661
7116	2670	4.890459	93.343004	0.029761	1.315485	0.002010	0.000027	0.033413	0.076223	0.290146
7116	2670	35.206917	95.010562	1.766372	1.315485	0.002009	0.000001	0.001012	0.076223	0.290146
7116	2670	0.270531	0.146413	0.003015	51.046389	48.743333	0.990083	15.209576	167.698038	23.529080
7117	2671	4.838688	0.200610	7.015116	10.477670	0.040509	0.000038	3.377962	0.877459	0.445405
7117	2671	3.212238	241.956854	0.022965	10.477670	0.000730	0.000003	0.116138	0.075635	0.385016
7117	2671	0.340853	0.200610	0.270192	10.477670	0.042521	0.000219	3.380180	0.877753	0.445446
7118	2672	1.361612	0.013042	38.825188	2.086419	1.409245	0.000026	160.803612	16.669189	394.529126
7118	2672	11.152939	36.058563	1.003413	2.086419	0.019786	0.000000	0.140101	0.058600	33.005121
7118	2672	2.140963	33.356084	0.041761	2.086419	0.020864	0.000003	0.196732	0.058626	33.005121
