Name	Cdx2	Oct4	Oct4-Sox2	Sox2
5_428_2	-1.371046	1.134380	1.111632	0.927670
5_428_3	-0.773795	0.459177	0.067028	-0.320474
5_428_4	-0.912626	0.459177	0.067028	-0.320474
5_428_5	-0.762850	0.458894	0.066960	-0.320701
5_429_1	-0.987440	1.266698	1.173316	1.565206
5_429_2	1.006656	-0.273939	-0.012457	1.562010
5_429_3	1.006522	-0.251119	-0.012446	1.562010
5_429_4	1.006698	-0.282782	-0.770589	0.353095
5_429_5	1.006574	-0.259158	-0.770561	0.353190
5_430_1	1.000436	0.120198	1.466366	1.284503
5_430_2	-0.968780	1.167702	1.472888	1.284550
5_430_3	-0.332924	1.138237	1.472888	1.284550
5_430_4	1.064288	-0.578711	-0.670649	-0.398688
5_430_5	0.853578	0.160055	1.470137	1.284531
5_431_1	1.078814	-1.515712	-1.279803	-0.844511
5_431_2	1.067576	-0.314123	1.178707	1.198270
5_431_3	-0.746774	1.251013	1.179810	1.198270
5_431_4	1.000437	-0.313561	1.178720	1.198270
5_431_5	-0.739086	1.231596	1.179810	1.198270
5_432_1	-1.054941	0.174299	-0.659926	-0.065555
5_432_2	-1.581459	1.088412	1.132831	1.116420
5_432_3	-1.195701	1.087085	1.132831	1.116420
5_432_4	0.557510	-1.095019	-0.776623	-0.065999
5_432_5	0.557510	-0.641218	-0.776623	-0.065999
5_433_1	-0.537992	1.133574	0.010143	-0.701575
5_433_2	1.038561	-0.430064	-1.260811	-0.721707
5_433_3	-0.697568	1.288371	0.501611	0.962223
5_433_4	1.038621	-1.309439	-1.260832	-0.721707
5_433_5	-0.538020	1.288247	0.501611	0.962223
5_434_1	-0.865106	1.042273	0.334844	-0.402599
5_434_2	-0.072386	1.030947	0.334844	-0.402599
5_434_3	0.666431	-0.205667	-0.246468	-0.437996
5_434_4	-0.865107	1.240814	0.848086	0.451019
5_434_5	0.493645	0.415090	0.847746	0.450900
5_435_1	0.755274	-1.394570	-0.321547	0.670404
5_435_2	-1.465995	1.230027	1.193940	1.007341
5_435_3	-0.700717	0.563512	1.193927	1.007341
5_435_4	-0.144107	0.542354	1.193922	1.007341
5_435_5	-1.227160	0.563520	1.193927	1.007341
5_436_1	-1.139076	0.843190	0.923949	0.655151
5_436_2	0.870706	-0.074074	0.219176	0.643020
5_436_3	0.960661	-0.935104	0.202996	0.639211
5_436_4	1.014838	-0.557978	-0.595904	-1.363800
5_436_5	1.055842	-1.401163	-0.595908	-1.363800
5_437_1	-0.210823	1.098309	1.346487	1.187938
5_437_2	-0.163256	0.787375	0.086276	-0.399716
5_437_3	0.978121	-1.004347	-1.197212	-0.679575
5_437_4	-1.097422	1.131520	1.346487	1.187938
5_437_5	-0.674840	1.128445	1.346487	1.187938
5_438_1	0.983720	-1.206357	-0.420391	-0.487428
5_438_2	-0.749835	0.618941	-0.227232	-0.485800
5_438_3	-1.440454	1.029385	0.812788	1.021385
5_438_4	0.983681	-0.305130	-0.267676	-0.486442
5_438_5	-1.188536	0.619102	-0.227232	-0.485800
5_439_1	-1.469726	0.771253	0.376002	0.268108
5_439_2	-1.599821	0.892659	1.100422	0.815080
5_439_3	-0.947957	0.609894	0.376002	0.268108
5_439_4	0.829560	-1.183467	-0.434934	0.254062
5_439_5	-0.080712	-0.243467	-0.408538	0.254062
5_440_1	-0.441595	0.606670	-0.198738	-0.147115
5_440_2	-1.177981	0.997762	0.584012	0.934286
5_440_3	0.902143	-0.478686	-1.504386	-0.147116
5_440_4	0.923440	-1.426889	-1.505535	-0.147116
5_440_5	-0.468382	0.993567	0.584012	0.934286
5_441_1	1.214789	-1.358082	-1.067334	-0.556580
5_441_2	1.214827	-1.588806	-1.071190	-0.556584
5_441_3	-1.006339	0.922598	0.956946	1.084867
5_441_4	-0.499033	0.750145	0.933679	1.076915
5_441_5	-0.553032	0.751648	0.933955	1.077016
5_442_1	1.110547	-0.074957	0.838263	1.346383
5_442_2	1.128698	-0.854740	-1.280239	-0.375587
5_442_3	1.014158	-0.073450	0.843952	1.347663
5_442_4	-0.478852	0.866614	1.276022	1.379359
5_442_5	1.128741	-1.787075	-1.280246	-0.375587
5_443_1	-1.026710	0.948479	0.930468	0.915909
5_443_2	-0.138142	0.100292	-0.381730	-0.239517
5_443_3	-0.438728	0.106097	-0.379871	-0.237644
5_443_4	0.943519	-0.838630	-0.891385	-0.608244
5_443_5	0.943589	-1.802737	-0.985132	-0.644118
5_444_1	-1.083624	0.036509	-0.749831	-1.850811
5_444_2	-1.885896	1.002467	0.953969	0.127281
5_444_3	0.527548	-1.545587	-1.313231	-1.850812
5_444_4	-0.858886	-0.057796	-0.920595	-1.850812
5_444_5	0.527547	-1.216631	-1.313197	-1.850812
5_445_1	0.707530	-0.028858	0.636864	1.135527
5_445_2	1.043066	-0.828818	0.550567	1.135524
5_445_3	1.041981	-0.491489	-0.508226	-0.530421
5_445_4	1.043125	-1.268389	-0.510061	-0.530448
5_445_5	0.992060	-0.028894	0.636842	1.135527
5_446_1	1.035890	-1.366892	0.297042	0.729536
5_446_2	-1.150231	0.688356	1.215904	0.828124
5_446_3	1.035890	-1.827856	-0.719337	-1.030840
5_446_4	1.035890	-2.036931	-0.719586	-1.031018
5_446_5	1.035888	-1.139254	0.311484	0.737951
5_447_1	-0.369532	1.439152	1.165515	1.009732
5_447_2	-0.238673	0.671562	0.165369	-0.626669
5_447_3	0.622848	-0.767012	-1.143428	-0.646928
5_447_4	-1.048568	1.472967	1.165515	1.009732
5_447_5	0.535864	0.094957	1.149447	1.009728
5_448_1	-0.829755	-0.125818	-0.023585	0.235501
5_448_2	1.042881	-0.863361	-0.468789	0.234828
5_448_3	-0.713331	-0.125818	-0.023585	0.235501
5_448_4	-1.344400	0.788145	0.777762	1.487122
5_448_5	-0.763539	0.788135	0.777762	1.487122
5_449_1	1.164341	-0.798810	-1.340102	-0.730490
5_449_2	-1.315546	0.687558	-0.052420	-0.730453
5_449_3	-1.316484	1.066611	1.173828	1.133254
5_449_4	-1.313986	0.685223	-0.052569	-0.730453
5_449_5	-0.396774	0.633223	-0.056772	-0.730456
5_450_1	-0.563083	0.706780	0.162121	1.571935
5_450_2	0.804264	-0.720596	-1.479936	-0.135473
5_450_3	-1.156142	0.706780	0.162121	1.571935
5_450_4	0.808227	-1.145343	-1.487245	-0.135506
5_450_5	-0.581413	0.706780	0.162121	1.571935
5_451_1	-1.001954	0.765908	-0.081929	-1.417956
5_451_2	0.767197	-1.122184	-1.114722	-1.450080
5_451_3	-1.698202	1.162403	0.748352	0.460248
5_451_4	-1.301844	1.162331	0.748352	0.460248
5_451_5	-1.001954	1.162051	0.748352	0.460248
5_452_1	1.038806	-0.161134	0.709523	1.356096
5_452_2	-0.302594	1.013176	0.770232	1.392739
5_452_3	-0.387100	1.014451	0.770235	1.392740
5_452_4	-1.235915	1.014815	0.770235	1.392740
5_452_5	1.084014	-1.218287	-0.061719	0.562661
5_453_1	0.809337	-0.161147	-0.551046	-0.775579
5_453_2	-0.158447	0.735240	0.842796	0.629732
5_453_3	-1.141115	1.372057	0.844339	0.629766
5_453_4	-0.161125	1.349118	0.844338	0.629766
5_453_5	0.809337	-0.892298	-0.790243	-0.858041
5_454_1	0.691110	-0.136415	-0.996872	-1.261140
5_454_2	0.578508	-0.067357	0.102398	0.734641
5_454_3	0.397342	0.656437	1.234817	0.737799
5_454_4	-1.159762	1.033096	1.235215	0.737799
5_454_5	0.380393	0.865564	1.235211	0.737799
5_455_1	-0.994491	1.103461	0.901948	1.250014
5_455_2	0.723836	0.078025	0.606097	1.242237
5_455_3	-0.413134	1.083292	0.901391	1.250013
5_455_4	-0.424678	1.103458	0.901947	1.250014
5_455_5	0.980447	-0.510899	-0.675748	-0.796252
5_456_1	-1.274159	0.937875	0.417345	0.193547
5_456_2	0.358258	0.299930	0.416727	0.193529
5_456_3	0.875285	-0.392284	-0.707250	-1.169023
5_456_4	-0.414811	0.916058	0.417345	0.193547
5_456_5	-0.413810	0.916058	0.417345	0.193547
5_457_1	-0.307919	0.943008	0.771217	0.526353
5_457_2	0.775016	-0.398918	-0.826933	-0.292745
5_457_3	-1.196669	0.943039	0.771217	0.526353
5_457_4	0.775016	-0.396124	-0.823792	-0.292744
5_457_5	-1.193981	0.943039	0.771217	0.526353
5_458_1	-1.463825	1.283560	1.097566	0.934519
5_458_2	-1.451835	0.230194	-0.480858	-1.065750
5_458_3	0.988815	-0.646589	-1.422934	-1.065841
5_458_4	0.988837	-0.841863	-1.422934	-1.065841
5_458_5	-0.312142	0.177488	-0.758207	-1.065839
5_459_1	0.806866	-0.837493	-0.993445	0.277113
5_459_2	0.806894	-0.839720	-0.993445	0.277113
5_459_3	-1.309794	0.850809	1.082304	1.459711
5_459_4	-0.597840	0.044475	-0.989335	0.277116
5_459_5	-0.734434	0.478715	-0.045108	0.338150
5_460_1	-0.962346	1.070794	0.948557	1.237678
5_460_2	1.255065	-0.990288	-0.981289	-0.687440
5_460_3	1.256674	-1.157168	-0.989009	-0.687440
5_460_4	0.891295	0.020088	0.865806	1.236758
5_460_5	1.115515	0.019853	0.865658	1.236754
5_461_1	0.962816	-0.774166	-1.772636	-0.771563
5_461_2	-0.595500	1.269358	0.706705	0.684001
5_461_3	-0.281976	0.484342	-0.514355	-0.771558
5_461_4	-0.830483	1.271136	0.706705	0.684001
5_461_5	-0.096569	0.429678	-0.516136	-0.771558
5_462_1	0.628148	0.576251	1.027638	0.857370
5_462_2	0.921007	-0.693943	-0.641851	-0.957257
5_462_3	-0.755492	1.289561	1.124952	0.859281
5_462_4	-0.272455	1.245060	1.123798	0.859268
5_462_5	0.626866	0.647681	1.051743	0.858033
5_463_1	-1.518210	0.619898	1.243819	0.968819
5_463_2	-0.749323	-0.383454	0.360938	0.688234
5_463_3	0.962929	-1.232598	-0.182393	0.008958
5_463_4	0.962924	-1.185977	0.360937	0.688232
5_463_5	0.962929	-2.038354	-0.182393	0.008958
5_464_1	-0.745668	1.326866	0.953579	0.997047
5_464_2	1.043426	-0.564841	0.028737	0.517578
5_464_3	1.043426	-0.377927	0.028737	0.517578
5_464_4	0.517049	0.543351	0.949164	0.996972
5_464_5	0.516833	0.543389	0.949168	0.996972
5_465_1	-0.915035	1.067340	1.358721	0.673433
5_465_2	1.306854	-0.895319	0.049704	-0.498868
5_465_3	0.383756	0.642840	1.358134	0.673429
5_465_4	-0.517661	0.113847	0.086599	-0.409653
5_465_5	-0.906890	0.129136	0.100721	-0.375141
5_466_1	0.977788	-1.577780	-1.282929	-1.010875
5_466_2	0.977788	-1.484337	-1.282929	-1.010875
5_466_3	-1.366970	0.852527	0.985009	1.020719
5_466_4	-0.552841	0.851934	0.985006	1.020719
5_466_5	-0.476527	0.851918	0.985006	1.020719
5_467_1	-1.587146	0.895846	1.026599	1.309521
5_467_2	0.984463	-1.481342	-0.399776	-0.661552
5_467_3	0.984377	-0.734254	-0.399776	-0.661552
5_467_4	-1.356647	0.895846	1.026599	1.309521
5_467_5	-0.805623	0.894852	1.026599	1.309521
5_468_1	1.044839	-0.695376	-1.379971	-0.928761
5_468_2	-0.231979	0.823089	-0.143803	-0.889390
5_468_3	1.044839	-0.237808	0.570855	0.719878
5_468_4	-1.153961	1.147146	1.143939	0.857192
5_468_5	-0.231984	1.100702	1.143939	0.857192
5_469_1	1.106505	-1.076633	-0.719375	-1.947267
5_469_2	-0.667348	0.804281	1.395424	-0.113858
5_469_3	-1.363902	0.818125	1.395477	-0.113858
5_469_4	1.106431	-0.257841	0.412829	-0.114428
5_469_5	0.602805	-0.205125	0.419242	-0.114380
5_470_1	0.922153	-1.793107	-1.430756	-1.736410
5_470_2	-0.777335	0.832019	0.729448	0.106595
5_470_3	0.906776	-0.806468	-1.430756	-1.736410
5_470_4	-0.777114	0.832019	0.729448	0.106595
5_470_5	0.933829	-1.803275	-1.430756	-1.736410
5_471_1	-1.272556	0.987400	1.154403	0.279590
5_471_2	0.862288	-0.523383	-0.210000	-0.766896
5_471_3	0.862332	-1.506161	-0.210000	-0.766896
5_471_4	-0.360715	0.987382	1.154403	0.279590
5_471_5	0.333059	0.734643	1.154343	0.279590
5_472_1	0.835662	-0.678906	-0.190876	-0.530634
5_472_2	-1.733708	1.431644	1.214787	0.964770
5_472_3	0.770125	0.251899	1.145012	0.964698
5_472_4	-0.842860	1.417934	1.214787	0.964770
5_472_5	-0.842876	1.430025	1.214787	0.964770
5_473_1	-0.283070	1.000372	1.080152	0.796345
5_473_2	1.071383	-1.329362	-0.072553	0.125021
5_473_3	1.071384	-1.798457	-0.072553	0.125021
5_473_4	-0.373606	1.002999	1.080152	0.796345
5_473_5	-0.535705	1.003141	1.080152	0.796345
5_474_1	-2.159836	0.774915	-0.116061	-1.144212
5_474_2	-2.193797	1.200476	0.843944	0.673699
5_474_3	-1.338369	0.774914	-0.116061	-1.144212
5_474_4	-1.338357	0.774914	-0.116061	-1.144212
5_474_5	0.403863	-0.269572	-1.391501	-1.309906
5_475_1	0.792679	-0.476780	-1.100155	-1.170867
5_475_2	0.792702	-1.440205	-1.111720	-1.170888
5_475_3	-0.395597	0.500743	-0.019136	-0.852777
5_475_4	-0.624882	1.293352	0.856270	0.795481
5_475_5	-1.039519	1.293930	0.856270	0.795481
5_476_1	-1.278548	0.556975	1.367926	1.031699
5_476_2	-0.652679	0.550844	1.366973	1.031698
5_476_3	0.600214	-1.464452	0.060705	-0.150163
5_476_4	0.600214	-1.850400	0.060702	-0.150164
5_476_5	-0.173794	-0.252310	0.191001	-0.047836
5_477_1	-1.305895	1.115579	0.784877	0.882857
5_477_2	-1.304561	0.788195	-0.288036	-0.410259
5_477_3	0.959691	-0.146755	-0.555705	-0.410985
5_477_4	-0.592657	0.786507	-0.288038	-0.410260
5_477_5	-0.123518	0.786487	-0.288038	-0.410260
5_478_1	-0.335281	0.857445	0.772528	0.982908
5_478_2	0.593696	-1.434224	-1.342309	0.276453
5_478_3	0.593686	-1.077513	-1.342309	0.276453
5_478_4	-0.852639	0.867665	0.772528	0.982908
5_478_5	0.558367	-0.135546	0.556769	0.982884
5_479_1	-0.873971	0.880194	0.958681	0.918358
5_479_2	-1.216779	0.894462	0.958703	0.918360
5_479_3	-1.033437	0.892312	0.958700	0.918360
5_479_4	0.937924	-0.635025	-0.247395	-0.381529
5_479_5	0.930207	-0.423647	-0.245947	-0.381528
5_480_1	-0.000004	1.112141	0.744944	0.976373
5_480_2	1.026570	-1.706197	-1.528373	-0.496359
5_480_3	0.022460	1.097876	0.744944	0.976373
5_480_4	0.544608	0.119063	0.744941	0.976373
5_480_5	-1.126384	1.140819	0.744944	0.976373
5_481_1	-0.617392	0.500931	0.264940	-0.520508
5_481_2	-1.173055	0.500987	0.264958	-0.520473
5_481_3	-0.546311	0.500874	0.264921	-0.520542
5_481_4	1.009345	-1.073447	-0.860882	-0.984333
5_481_5	1.009365	-2.009762	-0.919084	-0.984460
5_482_1	1.220226	-0.243595	0.399858	1.011531
5_482_2	1.220288	-0.418360	-0.885868	-0.143193
5_482_3	-0.882100	1.008288	0.814373	1.169225
5_482_4	-0.898546	1.013851	0.814514	1.169226
5_482_5	0.503011	0.336617	0.728341	1.167740
5_483_1	-0.830908	1.225746	0.739368	0.531760
5_483_2	1.268758	-1.226798	-1.687365	-1.085200
5_483_3	0.391690	0.111856	0.738606	0.531760
5_483_4	1.268758	-1.239391	-1.687365	-1.085200
5_483_5	-0.807207	0.730275	-0.363578	-1.082092
5_484_1	0.977810	-1.250032	-1.102850	-0.982718
5_484_2	-1.391503	1.244505	0.996672	0.979849
5_484_3	-0.784182	1.244192	0.996672	0.979849
5_484_4	-0.847214	0.427215	0.059604	-0.981099
5_484_5	0.977798	-0.434373	-1.102310	-0.982718
5_485_1	-1.069435	1.461215	1.130511	1.066660
5_485_2	-0.937744	1.150018	-0.069463	-0.873014
5_485_3	-1.011242	1.461215	1.130511	1.066660
5_485_4	-1.732388	1.461215	1.130511	1.066660
5_485_5	0.494622	0.202029	-0.083314	-0.873050
5_486_1	0.891230	-0.511321	-1.399448	-0.789776
5_486_2	-0.700725	0.986697	0.991924	1.058789
5_486_3	0.891234	-1.537219	-1.399448	-0.789776
5_486_4	-0.892932	0.987949	0.991924	1.058789
5_486_5	-0.456750	0.982043	0.991924	1.058789
5_487_1	0.508969	-2.120006	-1.711231	-0.983213
5_487_2	0.508969	-2.120021	-1.711231	-0.983213
5_487_3	-1.525854	0.649791	0.868783	0.622239
5_487_4	-0.670818	0.645423	0.868670	0.622236
5_487_5	-1.261050	0.645649	0.868676	0.622237
5_488_1	-0.615551	0.636089	1.039949	1.060445
5_488_2	-1.154422	0.719287	1.040312	1.060464
5_488_3	0.655126	-0.475751	-0.121095	0.637884
5_488_4	0.685437	-1.006301	-0.903231	0.037582
5_488_5	-0.009021	-0.201057	-0.902968	0.037704
5_489_1	0.888152	0.145372	0.230341	-0.432994
5_489_2	0.669024	0.149776	0.750205	1.356359
5_489_3	0.085168	1.132254	0.750205	1.356359
5_489_4	0.995192	0.145623	0.750205	1.356359
5_489_5	1.001707	0.145353	0.230341	-0.432994
5_490_1	-1.171094	1.123873	1.509139	0.947491
5_490_2	1.022623	-0.755741	-0.666438	-0.795169
5_490_3	-0.515743	0.372192	1.434876	0.947491
5_490_4	-1.009610	0.136473	-0.378208	-0.795141
5_490_5	-0.515035	0.126092	-0.408800	-0.795153
5_491_1	0.862072	-0.797704	-1.295855	-2.316139
5_491_2	0.862060	-0.439886	-1.038325	-2.316139
5_491_3	-0.431679	0.529405	-0.215567	-2.316059
5_491_4	-0.432075	0.529592	-0.215494	-2.316059
5_491_5	-0.432118	1.229770	0.785281	-0.291570
5_492_1	-0.740361	1.165245	0.366777	-0.532799
5_492_2	-0.756935	1.278127	1.200913	0.880605
5_492_3	-0.756933	1.165245	0.366777	-0.532799
5_492_4	0.830502	-0.381250	-0.291923	-1.116854
5_492_5	0.830511	-0.381278	-0.291923	-1.116854
5_493_1	1.068364	-0.944636	-1.283485	-0.011216
5_493_2	1.093966	-0.953630	-1.283485	-0.011216
5_493_3	-1.110667	0.951465	0.810612	1.685960
5_493_4	-0.639953	0.859764	0.810553	1.685935
5_493_5	-0.361071	0.798131	0.810447	1.685891
5_494_1	-1.220340	1.157201	1.281861	0.742931
5_494_2	1.094251	-1.011019	-0.328857	-1.109267
5_494_3	-1.202413	1.122627	1.281861	0.742931
5_494_4	-0.358701	1.122626	1.281861	0.742931
5_494_5	1.094250	-0.750770	-0.328857	-1.109267
5_495_1	-0.303586	0.397512	0.198613	-0.618348
5_495_2	0.909939	-0.736782	-0.648173	-0.798008
5_495_3	-1.530156	1.299190	0.886134	1.174432
5_495_4	-0.573509	0.458885	0.198679	-0.618181
5_495_5	0.754188	0.143573	0.882841	1.174400
5_496_1	1.039790	-0.629434	-0.576151	-1.084664
5_496_2	-0.941196	0.589535	0.410011	-0.572968
5_496_3	-1.070126	1.090626	1.254969	0.300849
5_496_4	0.951934	0.265691	1.175314	0.300041
5_496_5	0.971585	0.265662	1.175288	0.300041
5_497_1	0.957378	-0.754159	-1.379218	-0.207787
5_497_2	-1.405726	1.218109	1.096632	1.253807
5_497_3	-0.383427	0.347024	-0.286899	-0.206404
5_497_4	-0.642461	1.218109	1.096632	1.253807
5_497_5	0.159134	1.057256	1.096632	1.253807
5_498_1	-1.275454	1.000848	0.857625	0.600154
5_498_2	0.479754	-0.850094	-0.863691	-0.880909
5_498_3	-1.664649	1.001161	0.857625	0.600154
5_498_4	-0.319484	0.182404	-0.762817	-0.880909
5_498_5	0.479754	-0.593761	-0.863691	-0.880909
5_499_1	1.255436	-1.036428	-0.841520	-0.179557
5_499_2	-0.703664	0.929872	1.099480	1.473272
5_499_3	-0.376017	0.792640	1.095112	1.472624
5_499_4	1.104400	-0.053095	0.855708	1.420386
5_499_5	-0.461080	0.822051	1.096274	1.472797
5_500_1	-0.850506	1.261887	1.133137	0.838263
5_500_2	0.918736	-0.603004	-0.844514	-1.038992
5_500_3	-1.774520	1.261891	1.133137	0.838263
5_500_4	0.607866	0.416941	1.033431	0.838263
5_500_5	0.918736	-0.590718	0.105375	0.809327
5_501_1	0.897110	-0.772577	-1.341679	-1.134422
5_501_2	-0.270299	0.095058	-0.147170	-1.134387
5_501_3	0.776781	0.199482	0.616259	0.724886
5_501_4	-0.679409	1.068079	0.616536	0.725192
5_501_5	0.567203	0.254071	0.616401	0.725043
5_502_1	-0.768155	0.817646	0.895477	0.409859
5_502_2	1.144636	-0.673938	-1.303844	-1.457604
5_502_3	1.144636	-0.673548	-0.063052	0.409820
5_502_4	1.144637	-1.220794	-0.229898	0.408670
5_502_5	1.144637	-1.220833	-1.470418	-1.457607
5_503_1	-1.096191	1.231065	0.721984	0.696109
5_503_2	0.923766	-0.744972	-0.799919	-1.336710
5_503_3	-0.411294	0.247727	0.168621	0.222845
5_503_4	-0.577155	0.281571	0.184408	0.268256
5_503_5	-0.335794	0.228793	0.158705	0.193077
5_504_1	0.997208	-0.160445	1.248506	0.770159
5_504_2	0.997910	-1.211419	-0.766958	-1.190273
5_504_3	-1.146557	0.791789	1.250999	0.770175
5_504_4	-0.814842	0.791789	1.250999	0.770175
5_504_5	-0.874018	0.791789	1.250999	0.770175
5_505_1	0.823815	-0.874108	0.808505	0.794712
5_505_2	1.092992	-0.875931	0.808505	0.794712
5_505_3	1.098136	-1.950526	-0.395043	-1.075223
5_505_4	1.098132	-1.836796	-0.395043	-1.075223
5_505_5	-1.110702	0.929416	1.093504	0.897583
5_506_1	0.904721	-2.129130	-0.587630	0.016772
5_506_2	-0.631580	0.861685	0.738526	1.292382
5_506_3	-0.898703	0.878293	0.739192	1.292733
5_506_4	0.904721	-1.110494	-0.467761	0.114200
5_506_5	0.055790	-0.983436	-0.402594	0.173997
5_507_1	1.040268	-0.622706	0.058177	1.062686
5_507_2	1.064974	-1.152577	-1.210869	-0.680701
5_507_3	-0.920554	1.011506	0.978989	1.086996
5_507_4	-0.035398	-0.023622	0.059009	1.062887
5_507_5	1.064215	-0.762540	-1.210869	-0.680701
5_508_1	0.705411	0.170580	0.860057	0.830943
5_508_2	0.031554	-0.366132	-1.575190	-1.057992
5_508_3	0.031554	-0.366132	-1.575190	-1.057992
5_508_4	-0.894294	0.564006	0.860191	0.831015
5_508_5	0.812134	-0.699002	-1.631430	-1.057996
5_509_1	-1.505579	0.646741	0.262010	-0.703210
5_509_2	0.809834	-1.027146	-0.741649	-0.711394
5_509_3	-1.506788	1.115840	0.983225	1.086722
5_509_4	-1.201558	0.256023	0.883201	1.083546
5_509_5	-0.772059	0.255475	0.882398	1.083486
5_510_1	-1.047639	1.321008	0.825968	1.640189
5_510_2	0.991583	-1.524975	-0.492037	0.417343
5_510_3	-0.688642	1.320956	0.825968	1.640189
5_510_4	0.987741	-0.585624	-0.492037	0.417343
5_510_5	0.086005	1.291548	0.825968	1.640189
5_511_1	1.159809	-0.091954	0.975940	1.002429
5_511_2	1.000736	0.131010	1.064697	1.006394
5_511_3	-0.429299	1.113767	1.082552	1.006943
5_511_4	1.162179	-0.891903	-0.576212	-0.301169
5_511_5	1.162179	-1.201338	-0.609272	-0.303014
5_512_1	-0.793176	0.317294	-0.361303	-1.318762
5_512_2	1.001022	-1.096947	-1.450098	-1.318766
5_512_3	1.001022	-1.127647	-1.450098	-1.318766
5_512_4	-0.332869	0.076238	-1.245854	-1.318766
5_512_5	-0.812450	0.904613	0.876470	0.661548
5_513_1	-1.209347	0.759322	0.937135	0.788908
5_513_2	0.947963	-1.197644	-1.370281	-0.841825
5_513_3	-0.828477	0.711216	0.937089	0.788894
5_513_4	0.947963	-0.745978	-1.212036	-0.821239
5_513_5	0.944880	0.091210	0.908013	0.779469
5_514_1	-1.033581	1.335848	0.851856	0.818487
5_514_2	-0.573249	0.700935	-0.386418	-1.192362
5_514_3	0.965740	-0.630568	-1.440236	-1.194199
5_514_4	-1.214602	1.336433	0.851856	0.818487
5_514_5	-0.579479	1.335729	0.851856	0.818487
5_515_1	1.039676	-1.300948	0.469143	1.082327
5_515_2	0.523361	-0.998782	0.469143	1.082327
5_515_3	1.039676	-1.607981	-0.795944	-0.532097
5_515_4	-1.392667	1.191252	1.161052	1.130848
5_515_5	-0.492794	-0.238135	0.469148	1.082328
5_516_1	-1.174447	0.546602	0.384634	-0.158250
5_516_2	1.056593	-1.554590	-0.844650	-0.889422
5_516_3	-0.765164	0.546555	0.384618	-0.158303
5_516_4	0.105249	0.472721	0.357108	-0.261644
5_516_5	-0.833274	0.546559	0.384620	-0.158298
5_517_1	-1.763787	0.934718	0.001509	-1.530249
5_517_2	0.883923	-0.113949	-0.308697	-1.530538
5_517_3	0.856642	-0.113949	-0.308697	-1.530538
5_517_4	-0.943784	0.929700	0.001509	-1.530249
5_517_5	-0.030895	0.141672	-0.277973	-1.530538
5_518_1	-0.246938	0.597471	0.378705	-0.623673
5_518_2	1.015734	-1.300792	-0.770341	-0.815090
5_518_3	-0.828821	0.602104	0.378778	-0.623522
5_518_4	-0.313756	1.345857	0.854765	0.422046
5_518_5	-1.006638	1.349651	0.854765	0.422046
5_519_1	1.000564	-0.696805	-1.289427	-1.055251
5_519_2	-0.358359	0.960331	-0.013304	-1.036251
5_519_3	1.000564	-1.326798	-1.289427	-1.055251
5_519_4	-0.358360	0.960376	0.982237	0.663971
5_519_5	0.395511	0.316617	0.796264	0.663558
5_520_1	-1.120590	0.865317	0.911554	1.595397
5_520_2	0.987098	-1.652235	-1.422252	0.140378
5_520_3	-0.829807	0.842082	0.911554	1.595397
5_520_4	0.987098	-1.205001	-1.422252	0.140378
5_520_5	-1.108486	0.849235	0.911554	1.595397
5_521_1	-0.344930	0.994590	1.154284	1.092497
5_521_2	1.110066	-1.712679	-1.434149	-0.924311
5_521_3	1.092895	-0.037779	0.898011	1.092497
5_521_4	0.608208	-0.036230	0.899156	1.092497
5_521_5	1.110066	-0.908357	-1.210483	-0.924311
5_522_1	-1.806882	1.023530	0.976808	1.358987
5_522_2	0.507989	-0.902824	-1.181508	-0.523449
5_522_3	-0.618668	0.587298	-0.065259	-0.439458
5_522_4	-1.523700	0.587298	-0.065259	-0.439458
5_522_5	0.507994	-0.903240	-1.181513	-0.523449
5_523_1	-0.859953	0.796198	0.032970	-1.058971
5_523_2	0.745695	-1.480830	-1.005633	-1.059822
5_523_3	-1.662561	1.181161	1.063372	0.660368
5_523_4	-0.902295	1.180141	1.063336	0.660368
5_523_5	-1.662573	1.181163	1.063372	0.660368
5_524_1	0.801154	-1.120987	-0.814491	-1.283757
5_524_2	0.783710	-0.205660	0.437627	0.637268
5_524_3	0.799437	-0.701652	-0.814488	-1.283757
5_524_4	-0.548580	1.139802	0.862801	0.638094
5_524_5	0.673004	0.337413	0.796411	0.638090
5_525_1	1.077618	-0.315919	0.334911	0.376531
5_525_2	1.077604	-0.231915	0.464789	0.376765
5_525_3	-0.940894	0.701552	0.746659	0.376782
5_525_4	1.077620	-0.481475	-0.674930	-1.392222
5_525_5	1.077619	-0.435719	-0.613754	-1.392127
5_526_1	-1.362097	1.416391	1.251981	0.707052
5_526_2	0.864236	-0.236457	-0.992580	-0.777354
5_526_3	0.667991	0.293680	0.297332	-0.676502
5_526_4	-1.292715	1.153991	0.300353	-0.671776
5_526_5	-1.283959	1.131628	0.300353	-0.671776
5_527_1	-0.824770	0.949871	1.030767	0.465319
5_527_2	-0.766327	0.949605	1.030767	0.465319
5_527_3	0.883742	-1.555901	-1.573885	-1.439222
5_527_4	-0.972492	0.951110	1.030767	0.465319
5_527_5	0.883742	-1.001781	-1.573885	-1.439222
5_528_1	-0.371072	0.076859	-0.407640	-0.949103
5_528_2	-1.294686	1.081142	0.969469	1.000335
5_528_3	-1.527094	1.081378	0.969477	1.000335
5_528_4	0.552650	-1.524053	-1.405437	-0.949379
