Name	Gcnf	Gata6	Pbx1	Klf4	Nanog
4_661_4	-1.488423	-1.699895	0.457743	1.457369	1.068783
4_662_1	-1.569165	-0.746373	0.317602	1.209230	0.861556
4_662_2	-0.136915	-1.134400	-1.346830	-0.476210	-0.826376
4_662_3	-0.125894	0.837335	-1.346830	0.495297	-0.379939
4_662_4	-0.125894	0.837335	-1.346829	0.868391	0.147643
4_663_1	1.630699	0.950344	-0.992396	-0.109671	-1.607071
4_663_2	0.676907	-0.999647	0.676407	0.872326	1.031735
4_663_3	0.696146	-0.998599	0.676405	0.858447	0.699647
4_663_4	-0.146351	-0.704054	0.676407	1.299604	1.051027
4_664_1	0.447714	-0.352730	-0.936223	-0.414420	-1.047722
4_664_2	-0.933089	-1.821466	0.674351	1.381617	1.016955
4_664_3	1.688477	0.774182	-0.936223	-0.414421	-1.442787
4_664_4	-0.933089	-0.280915	0.674077	0.853893	0.786808
4_665_1	1.371336	0.825927	-1.210924	-0.420697	-0.701929
4_665_2	-1.441304	0.284724	-0.429754	1.189342	0.889612
4_665_3	0.042969	1.148795	-1.091083	0.535215	0.106236
4_665_4	1.372836	1.089297	-1.212991	-1.404186	-1.634907
4_666_1	1.250482	1.198313	-0.248049	-1.150969	-0.484805
4_666_2	0.558812	-0.163154	1.627452	-0.438583	0.708905
4_666_3	-0.364412	-0.586437	1.633843	-0.005100	0.827244
4_666_4	0.693857	-0.014699	-0.247687	-1.136953	0.122928
4_667_1	-0.906563	-0.581347	1.081429	0.245426	1.053202
4_667_2	0.017872	1.703777	-0.212442	-0.555385	0.260673
4_667_3	1.326742	0.933735	-0.215640	-1.231554	-0.660503
4_667_4	0.581714	-0.228425	-0.214841	-1.228475	0.172711
4_668_1	-0.194432	1.662887	-1.288521	-0.851956	-0.083577
4_668_2	-0.291686	1.835717	-1.286053	-0.019369	0.119479
4_668_3	1.026185	1.661203	-1.288625	-0.985341	-0.693896
4_668_4	-0.291686	1.492390	-0.407875	0.978627	0.575009
4_669_1	-0.131310	1.007431	0.281463	-1.391506	-0.838760
4_669_2	-1.339138	-0.869565	1.375030	0.761004	1.068777
4_669_3	-0.131048	1.134560	0.319406	-0.062694	-0.248930
4_669_4	1.133734	1.002609	0.279689	-1.773682	-1.397623
4_670_1	-1.002394	-0.397234	0.102645	-1.326856	-0.253890
4_670_2	-2.407430	-0.558660	1.677106	0.272336	0.950830
4_670_3	-0.889036	0.595818	1.676036	0.265018	0.877473
4_670_4	0.513343	0.656270	0.102645	-1.327752	-0.396022
4_671_1	-1.303056	-0.593350	1.216403	-0.217403	0.694326
4_671_2	1.142850	0.584912	0.448155	-1.388335	-1.436336
4_671_3	0.115073	1.569632	0.452509	-0.815776	-0.586317
4_671_4	0.171378	-0.279273	0.450849	-0.950581	-0.676586
4_672_1	1.434299	0.874639	-0.664715	-1.519308	-1.374150
4_672_2	0.577705	1.424652	-0.664715	0.150697	-0.003925
4_672_3	0.570025	1.284825	1.294887	1.066971	0.751673
4_672_4	0.562565	-0.266853	-0.664715	-1.511088	-0.890362
4_673_1	0.962770	0.680349	1.031408	-1.389289	-1.028831
4_673_2	0.951988	-0.040504	1.031420	-1.389285	-0.673862
4_673_3	-0.561180	0.676989	1.956773	-0.528919	0.400270
4_673_4	-1.878745	-1.249047	1.960970	0.407917	1.903682
4_674_1	-0.429628	0.959610	1.428070	1.365187	0.768171
4_674_2	-1.816368	-0.164426	1.469926	1.424431	0.943862
4_674_3	1.111832	1.300831	0.202486	-0.175489	-0.698317
4_674_4	1.111382	0.987892	0.202486	-0.384597	-1.178917
4_675_1	0.704416	1.044679	0.782048	0.421036	0.681890
4_675_2	0.682877	0.781361	-1.091059	-0.864820	-0.842240
4_675_3	0.704880	1.126230	-0.437745	-0.362383	-0.171068
4_675_4	-0.498404	1.355533	0.844237	1.302084	0.892854
4_676_1	-0.127455	-0.243788	-0.396007	0.325811	0.233811
4_676_2	0.209904	-0.646513	-0.511093	0.121499	-0.305812
4_676_3	-0.579112	-0.776235	1.491872	1.238108	1.271827
4_676_4	1.334843	0.724769	-0.511094	-1.125586	-1.404350
4_677_1	1.160080	0.666702	-2.195394	-1.108788	-0.911776
4_677_2	-0.302741	0.718582	-0.158034	1.385986	1.738249
4_677_3	-1.752327	0.005193	-0.158034	1.386319	1.891150
4_677_4	-0.243438	-0.053796	-2.195394	-1.070274	-0.775555
4_678_1	1.139599	-0.369790	-0.909841	-0.177943	-0.878648
4_678_2	-0.625278	-1.522700	0.757179	1.554225	1.303484
4_678_3	0.611897	-0.700298	-0.909647	1.324183	0.324490
4_678_4	0.424770	-0.722671	-0.904761	1.537560	0.427969
4_679_1	0.224670	-0.504266	-0.673729	-1.485570	-0.525547
4_679_2	-1.310379	-1.431545	0.935786	1.149671	1.061148
4_679_3	1.611826	0.634021	-0.673737	-1.485632	-1.059008
4_679_4	0.223846	-0.881260	0.927526	1.019660	0.646039
4_680_1	-2.449127	-1.139196	0.760173	1.310342	1.212102
4_680_2	-0.697197	0.902516	-0.316723	0.310025	0.181399
4_680_3	0.479384	0.923550	-0.316733	-1.404365	-1.279316
4_680_4	0.450980	0.503420	-0.316620	0.083946	0.257535
4_681_1	0.460839	-0.500222	-0.394400	0.397373	0.064253
4_681_2	-0.901732	-1.553726	1.540079	1.301000	0.971669
4_681_3	0.460660	-0.501266	-0.171218	1.285226	0.529072
4_681_4	1.437660	0.574584	-0.394402	-0.680952	-0.778658
4_682_1	-1.467584	-1.528320	1.136965	0.547453	1.219751
4_682_2	-0.318280	-0.616717	-0.510394	-1.108542	-0.334883
4_682_3	-0.674794	0.519659	-0.510392	-0.129541	-0.282892
4_682_4	0.055532	0.519648	-0.510392	-0.129541	-0.283053
4_683_1	1.251448	1.074062	0.085442	-1.074984	0.136756
4_683_2	-0.251805	-0.384428	1.178465	1.345823	1.432875
4_683_3	-0.237455	0.284880	1.178461	0.492649	1.164996
4_683_4	-0.237439	0.840027	1.177778	0.492349	0.967258
4_684_1	-0.401277	1.238660	1.185631	0.729512	0.712249
4_684_2	-0.958681	-0.157296	1.287730	0.866345	1.269358
4_684_3	-0.247230	-0.805135	1.046880	-0.026557	0.029709
4_684_4	-1.688823	-0.545001	1.297354	1.360762	1.821547
4_685_1	0.604592	-0.381972	0.175630	1.160965	0.711017
4_685_2	-0.842423	-0.743013	0.992260	1.237965	1.170855
4_685_3	0.481691	-0.502661	0.965500	1.205887	0.852152
4_685_4	1.176536	0.517922	-1.094691	-0.414314	-0.938025
4_686_1	-1.305522	-0.527763	1.286110	-0.314179	0.807468
4_686_2	-1.305535	-0.601800	1.494226	0.996585	1.338360
4_686_3	0.073014	-0.305849	0.685722	-1.276908	0.399120
4_686_4	0.078897	-0.143059	0.080899	-1.453247	0.053872
4_687_1	0.854372	0.877501	-0.002550	-0.566605	-1.658208
4_687_2	0.059762	0.967934	-0.002550	-0.545157	-1.263468
4_687_3	-1.004124	-0.812196	1.283392	1.426420	1.494251
4_687_4	-0.165802	1.202282	0.018183	1.426340	0.380134
4_688_1	1.466694	0.759889	-0.784005	-1.137101	-1.792304
4_688_2	0.346341	1.985619	-0.784005	-0.152909	-0.994084
4_688_3	-0.809831	-0.237761	0.885773	1.200129	1.400603
4_688_4	0.342189	1.276197	-0.597141	1.186984	0.470274
4_689_1	-1.053698	-0.294735	-1.012228	-0.793211	-0.412412
4_689_2	-1.087133	-1.644812	0.715522	1.326615	0.807673
4_689_3	0.113615	0.840635	-1.012228	-0.794027	-1.003625
4_689_4	0.237775	-0.975308	-1.012228	-1.443506	-1.285505
4_690_1	1.171851	0.621904	-0.089363	-0.249286	-0.424723
4_690_2	0.501958	1.030491	0.609384	1.311277	0.808890
4_690_3	-0.236389	0.012294	0.552779	1.306151	0.763017
4_690_4	1.173208	0.623673	-0.089363	-1.183166	-0.805440
4_691_1	0.679132	1.186893	-0.449194	-1.121667	-1.521979
4_691_2	0.422621	2.048539	-0.449161	-0.127634	-0.750259
4_691_3	-0.326684	0.854489	1.265150	1.577985	0.851653
4_691_4	-1.757607	-0.679182	1.276913	1.599781	1.298385
4_692_1	0.135568	1.209949	1.183389	1.385336	0.765639
4_692_2	-1.351018	-0.331729	1.184723	1.385363	1.158906
4_692_3	1.025086	1.257033	-0.826026	-0.247774	-1.389706
4_692_4	0.135577	2.203851	-0.826026	0.504764	-0.185489
4_693_1	1.820302	0.940351	0.823917	-1.098409	-0.645230
4_693_2	-0.927833	-1.030055	1.042015	1.105865	0.953722
4_693_3	-0.788404	-1.030055	1.040510	1.105865	0.947435
4_693_4	0.394305	-1.919813	1.018596	1.052632	0.866380
4_694_1	0.225854	-0.764610	-0.366692	-0.974958	-0.767802
4_694_2	-1.002200	-1.539007	0.998354	1.538540	1.209340
4_694_3	-1.001684	-0.400720	0.875208	0.784432	0.841393
4_694_4	0.482081	1.065433	0.784427	0.773018	0.727541
4_695_1	0.368641	-0.423922	-0.584801	-1.140728	-0.831587
4_695_2	-0.061721	1.638299	-0.584801	-0.593045	-0.483341
4_695_3	-1.464136	-1.143453	1.138925	1.335625	1.401408
4_695_4	-1.121399	-0.350867	1.138858	0.375730	0.971848
4_696_1	-0.365794	0.763124	-1.177680	0.075739	0.355198
4_696_2	-1.781141	-0.100651	-0.555403	0.208627	0.546876
4_696_3	-1.071506	-0.074649	-1.152087	0.076547	0.365584
4_696_4	0.596649	0.767886	-1.477876	0.072409	0.074568
4_697_1	0.936154	0.623735	-1.220645	-0.133873	-1.613191
4_697_2	0.848563	0.466736	-1.220644	0.225064	-0.529308
4_697_3	-0.473888	0.743310	-1.218984	0.442143	-0.006976
4_697_4	-1.830187	-1.061995	0.848319	1.396095	1.558048
4_698_1	0.431121	-0.511274	-0.497996	-1.560582	-0.692252
4_698_2	0.429152	-0.579837	-0.482985	0.901678	0.335939
4_698_3	-0.883084	-1.140984	1.233075	1.262205	1.275365
4_698_4	0.431081	-0.486897	-0.497996	0.165452	-0.139242
4_699_1	-1.181525	-0.020305	0.784405	0.157127	0.669802
4_699_2	1.543311	1.118339	-1.051080	-1.090228	-1.370515
4_699_3	0.123933	1.212236	0.604163	0.057722	0.523223
4_699_4	0.234451	-0.045419	-1.043052	-0.779750	-0.987663
4_700_1	0.301748	0.843662	0.079685	1.158308	0.385765
4_700_2	0.233578	0.100355	0.611404	1.282952	0.875988
4_700_3	1.207104	0.729825	0.075216	-1.195537	-0.854265
4_700_4	1.203938	0.315144	0.075216	-1.195536	-0.676484
4_701_1	-1.006521	-0.613780	1.084924	0.650886	1.110647
4_701_2	0.523357	1.640227	-1.020904	-0.342860	-0.401665
4_701_3	-0.204776	-0.203615	-1.021088	-0.910478	-0.470937
4_701_4	1.313844	0.921946	-1.021144	-1.044156	-1.114640
4_702_1	-2.002987	-0.764773	1.783578	1.355921	1.245673
4_702_2	1.051465	1.167470	-0.171696	-0.353455	-1.428078
4_702_3	-0.487946	-0.536222	1.773714	0.755234	0.413222
4_702_4	1.051464	1.167122	-0.171696	0.275040	-0.998683
4_703_1	-0.284516	1.914672	-0.555626	-0.738093	-0.853150
4_703_2	-0.284532	0.956675	-0.555626	-0.238686	-0.006635
4_703_3	-1.803838	-0.626715	0.914777	0.733282	1.001230
4_703_4	-0.058070	-0.221723	-0.555626	-1.854980	-0.975950
4_704_1	-0.925271	-0.311681	0.540415	1.572698	0.926534
4_704_2	0.373153	-0.039604	-0.841406	0.822591	0.283330
4_704_3	0.375012	-0.574408	-0.865681	-0.569780	-0.873966
4_704_4	-0.175451	1.014213	-0.840976	0.827840	0.284190
4_705_1	0.452899	-1.134404	0.710038	0.565018	0.859002
4_705_2	-1.036238	-1.669209	0.807941	1.113510	1.232064
4_705_3	1.951271	0.788306	-1.096730	-0.113231	-0.680860
4_705_4	0.869085	-0.428558	-0.554779	0.005394	0.000606
4_706_1	0.030199	1.436581	1.175382	0.286325	0.625447
4_706_2	0.758204	0.762396	-0.050659	-1.163253	-0.617753
4_706_3	0.030218	1.682532	-0.050236	-0.412838	-0.094369
4_706_4	-0.417163	-0.270460	-0.050659	-1.163230	-0.530533
4_707_1	-0.338275	-0.437877	-0.945910	-1.199220	0.285682
4_707_2	-0.685671	-0.561669	0.571139	1.097175	0.987303
4_707_3	0.688532	0.705316	-0.880815	0.862925	0.572226
4_707_4	-0.338184	-0.406269	-0.945911	-0.737675	0.283928
4_708_1	-1.571360	-1.195193	1.689975	0.763594	1.094074
4_708_2	-0.124081	-0.385588	1.639785	-1.611950	-0.112560
4_708_3	1.155715	0.664419	1.639783	-1.612565	-0.703504
4_708_4	-1.567831	-0.595776	1.689885	0.256962	0.500912
4_709_1	-0.929428	-0.773809	-0.198086	0.307097	0.387004
4_709_2	-0.929429	-0.780490	0.714315	0.523462	0.652870
4_709_3	-0.867056	-1.741342	-0.518123	-0.058605	0.257113
4_709_4	0.362209	0.991911	-0.721483	-0.106480	-0.430881
4_710_1	0.116408	-1.566973	1.687520	1.223271	1.158446
4_710_2	1.518987	0.594265	1.213194	-0.320375	0.661371
4_710_3	1.642231	0.575939	0.474742	-0.656715	-0.103708
4_710_4	0.255087	-0.398850	0.475226	-0.656599	0.118657
4_711_1	-0.664013	-1.457704	1.108643	1.435642	1.205633
4_711_2	0.842990	0.795505	-0.788229	-0.684913	-0.992177
4_711_3	-1.534016	-1.533032	1.124416	1.435643	1.330089
4_711_4	0.422268	-0.037269	-0.750916	-0.684904	-0.528119
4_712_1	-1.074452	-0.639189	1.350699	1.180437	1.461975
4_712_2	0.437700	-0.607450	0.886402	-0.066368	0.724250
4_712_3	0.446925	-0.521771	0.453566	-0.112926	0.662677
4_712_4	0.475324	-0.397093	-0.675514	-0.524285	0.138914
4_713_1	-1.119277	-0.934716	0.993349	0.677827	0.485773
4_713_2	-1.111103	-0.622928	-0.398026	0.362188	0.173377
4_713_3	1.260346	1.158005	-0.472888	-0.578964	-1.145698
4_713_4	0.316274	0.066536	-0.472888	0.000230	-0.706195
4_714_1	0.440878	1.437070	1.074372	1.222215	0.747305
4_714_2	1.571379	0.959898	-0.748945	-0.620417	-1.483577
4_714_3	0.442856	1.727233	-0.723717	-0.027982	-0.727891
4_714_4	-1.099345	-0.264261	1.272661	1.391970	1.256239
4_715_1	-0.428495	-0.644152	0.936531	1.207350	1.530183
4_715_2	0.223645	0.971601	0.924007	1.109139	0.844641
4_715_3	1.378690	1.069957	-1.091376	-1.243263	-1.464530
4_715_4	0.254645	2.281422	-1.087583	-0.573252	-0.367739
4_716_1	0.826213	0.864030	-0.867799	-1.214511	-0.969068
4_716_2	-1.379741	-1.088826	1.073948	1.122699	1.139870
4_716_3	-0.191114	-0.305750	-0.867799	-1.214511	-0.363787
4_716_4	-0.168748	0.853100	1.073923	1.004586	0.700842
4_717_1	-1.392957	-0.663502	1.063812	1.547400	1.363677
4_717_2	-0.877531	0.423764	1.063767	1.547198	1.288256
4_717_3	1.282926	1.056577	-0.196292	-0.876479	-1.174197
4_717_4	-0.210001	2.178116	-0.196292	0.101867	-0.842414
4_718_1	-0.569606	-0.449245	-0.148944	-0.104855	0.234208
4_718_2	-0.934288	-1.264035	0.958506	0.985182	1.559212
4_718_3	0.956187	0.478621	-0.653704	-1.454175	-0.834670
4_718_4	-1.390894	-1.262893	0.958882	0.985182	1.570899
4_719_1	0.032813	1.834563	-0.152049	-0.786445	0.072372
4_719_2	-0.287957	1.497660	0.617985	0.065510	0.489541
4_719_3	-1.222868	-0.486497	1.134380	0.657730	1.206258
4_719_4	0.032813	1.834563	-0.797984	-0.787886	-0.627162
4_720_1	1.313658	0.448138	0.554157	-1.313822	-1.219223
4_720_2	-0.077730	-0.604844	0.554157	-1.233453	-1.182687
4_720_3	-1.500090	-1.639211	0.848045	0.909581	0.933426
4_720_4	-1.500089	-0.589517	0.847011	0.484288	0.840663
4_721_1	0.064862	1.111438	-0.432063	-0.408261	-0.481489
4_721_2	0.163289	-0.515240	-0.432063	-1.895141	-1.459394
4_721_3	1.482870	0.705946	-0.432063	-2.000373	-1.736051
4_721_4	-0.827508	-0.120112	-0.431550	-0.408007	0.029189
4_722_1	0.029556	-0.577583	-0.010673	-0.042130	0.171070
4_722_2	-1.431862	-1.079598	1.251826	0.916445	0.923097
4_722_3	-0.113403	0.954383	-0.010673	-0.004843	0.092277
4_722_4	1.275675	0.893768	-0.010673	-1.600260	-1.057184
4_723_1	0.239028	-0.471695	-0.934659	-0.934627	-0.349862
4_723_2	-0.660521	-0.349575	1.108526	0.606513	1.252575
4_723_3	0.448214	1.688189	-0.934606	-0.388530	-0.223208
4_723_4	-0.661166	-0.987696	1.108547	1.079741	1.439938
4_724_1	-1.054743	-0.895258	0.045264	1.203316	1.176277
4_724_2	1.368332	-0.260095	-1.576070	-0.191914	-0.893645
4_724_3	1.640598	0.930188	-1.576071	-0.191914	-1.761509
4_724_4	0.850674	1.267397	-1.561167	0.346379	-0.083115
4_725_1	1.415427	0.948683	-0.298682	-1.051957	-1.112190
4_725_2	-1.490924	-0.993339	1.292913	0.997917	1.099535
4_725_3	0.665648	-0.144812	-0.298682	-0.940341	-0.318844
4_725_4	-0.164362	0.828366	1.210445	0.918716	0.815709
4_726_1	-0.817086	0.138812	0.895566	1.108990	1.209897
4_726_2	0.046034	1.540408	-0.502633	-0.354740	-0.637075
4_726_3	0.952804	0.313119	-0.502633	-1.157553	-0.561970
4_726_4	1.268835	0.490394	-0.502633	-1.190611	-0.616171
4_727_1	-0.158091	0.990091	-0.975908	0.000077	0.100578
4_727_2	0.306892	-0.189713	-1.018312	-1.636780	-0.562339
4_727_3	0.929852	0.591955	-1.018346	-1.640131	-0.721132
4_727_4	-0.983489	-0.288723	-0.237199	0.862373	0.801371
4_728_1	-0.903202	-0.919099	-1.631815	-0.003617	-0.430301
4_728_2	0.591760	0.696571	-1.631815	-1.202328	-1.552610
4_728_3	0.309800	0.670759	-1.631814	0.067321	-0.077209
4_728_4	-0.561277	0.666282	-1.631812	0.067333	-0.019198
4_729_1	1.090460	1.282643	-0.656197	-1.704012	-1.949252
4_729_2	-0.179856	0.894260	1.166079	1.001197	0.764746
4_729_3	-1.385144	-1.260471	1.186850	1.021060	1.155862
4_729_4	-0.100942	-0.042888	-0.512781	0.816312	0.255674
4_730_1	-1.471377	-1.200059	1.046403	0.655168	1.015478
4_730_2	0.501358	-0.458888	-0.612503	-0.516143	-0.373558
4_730_3	-0.210540	0.771435	-0.408460	0.220002	0.120395
4_730_4	0.416140	-0.483872	-0.612653	-1.497818	-0.383973
4_731_1	-0.048621	-0.385243	-1.242538	-1.002111	-1.590774
4_731_2	-1.150288	-0.825135	0.442740	1.164384	0.780620
4_731_3	-0.069746	-1.135451	-1.242493	0.008647	-0.525373
4_731_4	-0.094250	-0.402359	-1.078385	0.306012	0.270924
4_732_1	-0.501483	-1.505665	-0.132574	1.260036	1.021692
4_732_2	0.508840	-0.477301	-2.179350	0.319841	0.224632
4_732_3	1.306370	1.069740	-2.200463	-0.710253	-0.926722
4_732_4	0.508839	-1.618192	-0.134997	1.030891	0.709847
4_733_1	1.507634	0.988399	-0.624124	-0.951026	-0.325692
4_733_2	0.833458	-0.884336	1.287820	-0.518829	0.669697
4_733_3	-0.487570	-0.563683	1.287944	0.149855	0.986467
4_733_4	0.833543	-0.102987	-0.589081	-0.951019	0.198785
4_734_1	0.263089	-0.749357	-0.539402	0.032478	0.140209
4_734_2	-0.791235	-0.420409	1.453857	0.376726	1.095339
4_734_3	0.263078	-1.857512	1.453342	0.946283	0.830778
4_734_4	-0.791235	-2.050375	1.453859	1.109776	1.319492
4_735_1	1.306121	1.631450	-0.738516	-1.395535	-1.888737
4_735_2	0.784095	1.151741	1.360806	0.194360	0.303795
4_735_3	0.784102	1.152294	-0.738511	0.191682	-0.569244
4_735_4	-0.311402	-1.079589	1.360812	1.178361	1.155802
4_736_1	-0.645429	1.315026	-0.488829	-0.320485	-0.763024
4_736_2	-1.969473	-1.054340	1.610180	1.270016	1.545938
4_736_3	-1.173732	0.386443	1.458459	0.470282	0.579897
4_736_4	0.847820	0.530655	-0.488907	-0.831627	-1.241165
4_737_1	0.871326	0.626184	0.662036	-1.650169	-1.027021
4_737_2	-0.287654	1.035374	0.662036	0.139770	-0.281542
4_737_3	0.264334	-0.466675	0.662036	-1.649059	-0.245754
4_737_4	-0.301441	0.939260	0.663317	0.563270	0.526185
4_738_1	-1.709538	-1.388017	0.896349	1.116374	1.068263
4_738_2	-0.828268	-1.031829	-0.914952	0.296858	0.371558
4_738_3	-0.817578	-0.295910	-0.944565	-0.263875	-0.097848
4_738_4	0.595193	0.174228	-0.944565	-1.284917	-0.524401
4_739_1	1.416790	1.056425	0.600350	-0.574587	-0.155858
4_739_2	-0.240378	0.433637	1.051029	1.097664	1.495367
4_739_3	-0.989555	-0.214627	1.050626	0.158816	0.862696
4_739_4	-1.409212	-0.650963	1.051029	1.097664	1.685446
4_740_1	0.877252	-0.162271	-0.896425	-1.172096	-0.421441
4_740_2	0.358168	-1.469932	1.068573	1.186723	1.154615
4_740_3	1.006241	0.809185	-0.896667	-1.450279	-0.956012
4_740_4	1.450915	-0.385852	-0.896662	-1.405145	-0.771319
4_741_1	-0.343632	-0.617862	-0.576776	0.192107	-1.071305
4_741_2	-0.055049	0.960962	-0.576776	0.522643	-0.066228
4_741_3	-1.599848	-1.343261	1.151179	1.285175	1.486487
4_741_4	-0.059086	0.842996	-0.576737	0.807239	0.298913
4_742_1	0.224913	-0.109139	-1.226763	-0.926741	0.106871
4_742_2	-0.930981	-1.244480	0.121824	1.511143	1.190864
4_742_3	-0.740058	-0.530945	0.121220	0.572607	0.832071
4_742_4	1.388436	0.710548	-1.226764	-0.948208	-0.078902
4_743_1	0.795444	-0.105546	-0.516018	-1.397244	-1.152287
4_743_2	-0.754173	-0.383315	1.429733	1.145563	1.087314
4_743_3	1.224544	1.101270	-0.521076	-1.403132	-1.732868
4_743_4	0.056187	0.983861	1.341685	1.044247	0.753204
4_744_1	0.270532	-0.059389	-0.294987	0.208901	0.090770
4_744_2	-1.206532	-1.166887	1.561646	1.103042	1.141864
4_744_3	0.396233	0.510093	-0.343951	0.201762	-0.008209
4_744_4	0.388379	0.463861	-0.372808	-0.212994	-0.458227
4_745_1	-1.349900	-0.864803	1.271826	0.835959	1.337046
4_745_2	1.452537	0.649231	-0.623716	-1.483428	-1.117254
4_745_3	0.037388	-0.572093	-0.623716	-1.483428	-0.906941
4_745_4	0.479307	1.251716	1.271825	-0.065729	0.433907
4_746_1	-0.562955	2.013869	-2.128174	-0.525338	-0.352338
4_746_2	-0.588170	1.902719	-1.275484	0.832383	0.462703
4_746_3	0.690025	1.307915	-2.128727	-0.595154	-1.052452
4_746_4	-0.563392	1.971634	-2.127575	0.070069	-0.282632
4_747_1	-0.912567	-1.652452	1.617330	1.387794	1.723035
4_747_2	0.486112	-0.728253	-0.397096	-0.472261	0.052746
4_747_3	-0.912566	-0.431585	1.612451	0.406002	1.165728
4_747_4	-0.107501	0.927465	1.017357	-0.037700	0.637921
4_748_1	-0.847839	-0.422641	1.079977	0.715321	0.803811
4_748_2	0.678858	0.950589	-0.889242	-0.241258	-0.777603
4_748_3	-0.847839	-0.529181	1.217902	1.505776	1.215470
4_748_4	1.457586	0.950589	-0.889242	-0.241259	-1.623377
4_749_1	1.536167	1.331762	-0.450587	-1.363105	-1.683977
4_749_2	0.518937	1.609089	1.552437	0.621918	0.726766
4_749_3	0.628553	1.864703	-0.450584	-0.158682	-0.463830
4_749_4	0.596533	1.864695	1.260200	-0.153625	0.315451
4_750_1	-1.779568	-0.965909	1.288295	1.291001	1.059803
4_750_2	-0.306207	-0.400900	-0.251245	-0.471575	-0.779541
4_750_3	-0.315250	-1.686929	1.230231	1.198396	0.903135
4_750_4	0.921152	0.689040	-0.256742	-0.507509	-1.051193
4_751_1	0.757903	0.446740	-1.177206	-1.572179	-0.402521
4_751_2	-0.264223	-0.786778	-0.774349	-0.594272	-0.033707
4_751_3	-1.785060	-0.567302	0.759735	1.263881	1.295535
4_751_4	-0.279201	-1.562910	0.594578	0.259293	0.806661
4_752_1	0.161358	1.805232	-0.154287	-0.176088	-0.739144
4_752_2	-1.279964	-0.928059	0.773533	1.449501	1.259899
4_752_3	1.328847	0.843834	-0.156022	-0.934365	-1.411775
4_752_4	0.505902	-0.191613	-0.153485	-0.934355	-0.668572
4_753_1	-0.798941	1.325263	-0.861822	-0.702567	-0.829336
4_753_2	-0.165910	0.142606	-0.846993	-1.306055	-0.666847
4_753_3	-1.586578	-1.681669	1.004661	1.191329	1.348280
4_753_4	0.486828	0.894509	-0.872556	-1.306061	-1.403923
4_754_1	-2.437176	-1.192732	1.475078	1.379996	1.069048
4_754_2	-1.031289	-1.094323	-0.169674	-0.456993	-1.252067
4_754_3	-0.915413	1.263643	-0.128561	0.585491	-0.499275
4_754_4	-0.918487	1.088208	1.442613	0.585515	0.307797
4_755_1	-0.752942	-0.621882	-0.231423	-1.412542	-0.344760
4_755_2	-1.416940	-0.966464	1.408479	1.248742	1.177321
4_755_3	-0.752510	-0.577927	-0.231384	0.240098	-0.021062
4_755_4	-2.188573	-0.467728	1.408480	1.295508	1.228602
4_756_1	1.051994	1.299656	-0.504517	-1.887243	-1.256895
4_756_2	-1.484832	-0.976362	1.140315	0.557479	1.247569
4_756_3	-0.259959	0.065205	-0.504414	-0.542038	-0.429766
4_756_4	-0.260249	0.065024	1.090508	-0.537562	0.239338
4_757_1	-1.815866	-1.943808	1.552488	0.752788	1.447770
4_757_2	-0.387031	-0.565391	-0.433461	-0.652942	-0.274176
4_757_3	-0.442600	1.328930	-0.433461	-0.402172	-0.331458
4_757_4	0.969839	0.315247	-0.433461	-1.398938	-0.608150
4_758_1	-1.520659	-1.338812	0.988746	0.729826	1.181641
4_758_2	-0.062070	0.834993	-1.081907	-0.226461	-0.106135
4_758_3	-0.153030	-0.055919	-1.081908	-0.432397	-0.920211
4_758_4	-1.139005	-1.290139	0.930042	0.530048	0.859087
4_759_1	0.998707	0.620887	-0.494769	0.176623	-0.727379
4_759_2	1.013043	1.006961	-0.494801	-1.131401	-1.561284
4_759_3	0.695308	1.058624	1.289519	1.360225	0.812720
4_759_4	0.078951	0.120388	1.312262	1.368585	0.957407
4_760_1	1.429950	1.530569	-0.584103	-0.970026	-0.707290
4_760_2	0.059654	0.959804	1.492624	0.378338	0.894887
4_760_3	-0.494951	-0.075269	1.494311	0.378409	1.336192
4_760_4	0.103137	2.102060	-0.581401	-0.221469	0.171415
4_761_1	-2.175375	0.124290	1.082231	1.344423	1.037344
4_761_2	-1.409112	1.896020	1.082231	0.338164	0.646498
4_761_3	-0.138880	1.249954	-0.927506	-0.643465	-1.206333
4_761_4	-1.409111	2.119395	-0.883643	-0.079782	-0.336731
4_762_1	0.938590	0.758371	-0.881893	-1.554322	-1.321658
4_762_2	-0.330805	1.323952	0.878454	-0.016753	0.687115
4_762_3	-0.396172	-0.411624	-0.878207	-1.552353	-1.043253
4_762_4	-1.680211	0.042373	0.979740	0.088994	0.791859
4_763_1	0.472612	0.878894	-0.485770	-0.609636	-0.821247
4_763_2	0.279338	0.184583	-0.485769	-0.608246	-0.131604
4_763_3	-0.791697	1.175147	0.312277	1.394757	0.641971
4_763_4	-1.482521	-0.116677	0.599413	1.534741	1.221327
4_764_1	-1.516713	-0.805078	1.068447	0.805385	1.385956
4_764_2	-1.539824	-1.819023	1.068447	0.922497	1.417394
4_764_3	0.655607	1.161847	-0.688836	-0.146613	-1.059208
4_764_4	0.262244	0.037004	-0.688836	-0.146613	-0.471836
4_765_1	-1.275130	-1.623745	1.239771	0.527530	0.996230
4_765_2	1.056377	0.893494	-0.799292	-1.419531	-0.980002
4_765_3	-0.390375	-0.272817	-0.799292	-1.182644	-0.410019
4_765_4	-0.393154	-1.001508	-0.599351	0.119787	0.405156
